"provincia","cuenca","areayacimiento","avg_pet","std_pet"
"Mendoza","NEUQUINA","MALAL DEL MEDIO","49.2497606382978723","50.7101332431946307"
"Mendoza","NEUQUINA","PAMPA PALAUCO","60.8535127478753541","66.5490968546606333"
"Mendoza","NEUQUINA","PASO DE LAS BARDAS","40.0975000000000000","7.5321220012759527"
"Mendoza","NEUQUINA","PASO DE LAS BARDAS NORTE","133.6232894736842105","260.251100011191"
"Mendoza","NEUQUINA","PATA MORA","37.1088888888888889","12.8649158998848924"
"Mendoza","NEUQUINA","POZOS SIN YACIMIENTO","17.3755000000000000","9.1263481743794982"
"Mendoza","NEUQUINA","PUESTO MOLINA","72.8455487804878049","73.2966097045117086"
"Mendoza","NEUQUINA","PUESTO MUÑOZ","67.3404647058823529","53.4546657229692998"
"Mendoza","NEUQUINA","PUESTO ROJAS","187.6500818731343284","176.184146974036"
"Mendoza","NEUQUINA","RINCON DE CORREA","39.3260000000000000","10.8473900598766665"
"Mendoza","NEUQUINA","RINCON DE CORREA SUR","268.9240000000000000","162.494133898978"
"Mendoza","NEUQUINA","RIO GRANDE","42.0747333333333333","24.4565919990969066"
"Mendoza","NEUQUINA","VEGA GRANDE","80.2683333333333333","36.2950592263247897"
"La Pampa","NEUQUINA","25 DE MAYO - MEDANITO SUDESTE LP","35.2348625460277427","28.3240595802919051"
"La Pampa","NEUQUINA","ALTOS DE EL JABALI","4.5185000000000000","4.7810680453060019"
"La Pampa","NEUQUINA","BANDERITA ESTE","29.7779095401459854","36.4584667385728764"
"La Pampa","NEUQUINA","BANDERITA OESTE","12.6967129368932039","11.9474753998074451"
"La Pampa","NEUQUINA","EL ALPATACO","26.2405094339622642","27.4941694291875423"
"La Pampa","NEUQUINA","EL CALDEN","47.0252820512820513","45.6465174563613254"
"La Pampa","NEUQUINA","EL CORCOBO NORTE","113.8285309568480300","76.6378592914312761"
"La Pampa","NEUQUINA","EL JABALI","18.5172688172043011","17.8704618660902726"
"La Pampa","NEUQUINA","EL PUMA ESTE","39.2521111111111111","4.7749564774049105"
"La Pampa","NEUQUINA","EL RENEGADO","160.4483750000000000","105.3264730360293399"
"La Pampa","NEUQUINA","GOBERNADOR AYALA ESTE","122.6052600000000000","67.6748685113811453"
"La Pampa","NEUQUINA","GOBERNADOR AYALA V","88.5484619090909091","30.5512795752827767"
"La Pampa","NEUQUINA","JAGÜEL DE LOS MACHOS","50.0902690072674419","92.7044402398112006"
"La Pampa","NEUQUINA","MEDANITO","48.1811842993970315","104.693854087351"
"La Pampa","NEUQUINA","POZOS SIN YACIMIENTO","46.2972500000000000","18.2829741170525868"
"La Pampa","NEUQUINA","PUESTO PINTO","86.9520800000000000","54.8722065813746028"
"La Pampa","NEUQUINA","RINCONADA NORTE","23.6560000000000000","15.5201559227562745"
"La Pampa","NEUQUINA","SALINA GRANDE I","23.9448285714285714","13.8658950227448548"
"Jujuy","NOROESTE","CAIMANCITO","72.7958495575221239","94.4917936359537255"
"Formosa","NOROESTE","EL CHIVIL","55.5150000050000000","24.6590479791084436"
"Formosa","NOROESTE","EL POTRILLO","16.8113094000000000",NULL
"Formosa","NOROESTE","PALMAR LARGO","262.4818947288135593","136.448209813772"
"Formosa","NOROESTE","PROA","383.5130433913043478","176.151344288189"
"Formosa","NOROESTE","PUESTO LA ENTRADA","138.8835778000000000","10.8317789525277559"
"Formosa","NOROESTE","RAMON LISTA","252.8198593000000000","41.8780977500503373"
"Estado Nacional","AUSTRAL","ARIES","717.3002303703703704","352.267785597419"
"Estado Nacional","AUSTRAL","CARINA-FENIX-ORION-ORION NORTE-ORION OESTE","1659.1809243243243243","287.787166111464"
"Estado Nacional","AUSTRAL","MAGALLANES","834.3061818181818182","910.085717722138"
"Estado Nacional","AUSTRAL","VEGA PLEYADE","916.0382477777777778","341.427219348832"
"Chubut","GOLFO SAN JORGE","ANTICLINAL FUNES","90.6111248190476190","84.2486856296328902"
"Chubut","GOLFO SAN JORGE","ANTICLINAL GRANDE","52.1240363367952522","43.8409028129909097"
"Chubut","GOLFO SAN JORGE","BELLA VISTA","90.2140337224383917","112.303795421951"
"Chubut","GOLFO SAN JORGE","BELLA VISTA OESTE - BLOQUE I","130.8288461538461538","124.479483792211"
"Chubut","GOLFO SAN JORGE","CAMPAMENTO CENTRAL - BELLA VISTA ESTE","76.9652070063694268","137.626748243263"
"Chubut","GOLFO SAN JORGE","CAÑADON GRANDE","96.9353315062381853","101.098605065673"
"Chubut","GOLFO SAN JORGE","CAÑADON PEDRO","57.5620134426229508","48.5574269705632495"
"Chubut","GOLFO SAN JORGE","CAÑADON PERDIDO","57.9849657534246575","51.3593689776827839"
"Chubut","GOLFO SAN JORGE","CERRO DRAGON","100.5506823391642371","89.5980676459891009"
"Chubut","GOLFO SAN JORGE","CERRO DRAGON NORTE","141.3363580952380952","86.0268078607720389"
"Chubut","GOLFO SAN JORGE","CERRO GUACHO","7.7647058823529412","6.3390479893880521"
"Chubut","GOLFO SAN JORGE","CERRO NEGRO","27.1293635782747604","23.5065504087066472"
"Chubut","GOLFO SAN JORGE","CERRO TORTUGA","74.6114440796074155","87.8630296714733975"
"Chubut","GOLFO SAN JORGE","CHOIKE","320.0763806565656566","307.662474159930"
"Chubut","GOLFO SAN JORGE","CHULENGO","108.4201056954732510","80.5590638079968109"
"Chubut","GOLFO SAN JORGE","COIRON","306.1091858000000000","224.226175639818"
"Chubut","GOLFO SAN JORGE","DIADEMA","82.6139634801288937","91.1137909906764216"
"Chubut","GOLFO SAN JORGE","EL CONDOR","293.5140875820895522","236.323381797738"
"Chubut","GOLFO SAN JORGE","EL GATO","29.6543558250000000","21.5522150165396312"
"Chubut","GOLFO SAN JORGE","EL LAGO","90.0843412361111111","103.056936418186"
"Chubut","GOLFO SAN JORGE","EL ÑANDU","238.4054074074074074","178.075367209791"
"Chubut","GOLFO SAN JORGE","EL PATACON","26.7366954367816092","14.4090363858484601"
"Chubut","GOLFO SAN JORGE","EL TORDILLO","81.7939935369538587","80.3296277522374656"
"Chubut","GOLFO SAN JORGE","EL TREBOL","79.6009756097560976","102.224020391599"
"Chubut","GOLFO SAN JORGE","EL TRIANGULO","204.1470967731629393","190.113541995504"
"Chubut","GOLFO SAN JORGE","ENRIQUE HERMITE","40.8381111428571429","26.7699401792823742"
"Chubut","GOLFO SAN JORGE","ESCALANTE","46.0536697247706422","41.6587787999682279"
"Chubut","GOLFO SAN JORGE","ESCORIAL","305.8245221072796935","298.696730846717"
"Chubut","GOLFO SAN JORGE","ESTANCIA LA ESCONDIDA","34.5403508771929825","24.1193229739460580"
"Chubut","GOLFO SAN JORGE","GUANACO","76.0042000000000000","52.2838407043278470"
"Chubut","GOLFO SAN JORGE","HUETEL","29.4733882857142857","18.3085789796704246"
"Chubut","GOLFO SAN JORGE","HURON","230.1949557575757576","197.930920950804"
"Chubut","GOLFO SAN JORGE","JORGE","157.2271120346456693","139.552593636872"
"Chubut","GOLFO SAN JORGE","JOSE SEGUNDO","19.9062500000000000","24.1290964118176968"
"Chubut","GOLFO SAN JORGE","KM. 20","113.7132211538461538","99.5808947210989242"
"Chubut","GOLFO SAN JORGE","KORO","12.8538993500000000","8.6647379670793645"
"Chubut","GOLFO SAN JORGE","LA MADRESELVA","119.4892711134328358","62.0994142269254474"
"Chubut","GOLFO SAN JORGE","LA MADRESELVA SUR","123.8618470367187500","120.276379655923"
"Chubut","GOLFO SAN JORGE","LA PIEDRA","101.7236083490813648","97.7177072223721503"
"Chubut","GOLFO SAN JORGE","LA TAPERA","52.1287554545454545","40.7994345097454417"
"Chubut","GOLFO SAN JORGE","LAGARTO SUR","99.9995177777777778","31.4874055497709186"
"Chubut","GOLFO SAN JORGE","LAS FLORES","75.7063213792016807","93.3076075767577265"
"Chubut","GOLFO SAN JORGE","MANANTIALES BEHR","114.8189930520592085","175.378247446009"
"Chubut","GOLFO SAN JORGE","MARIANA","347.6492137752808989","212.376948286099"
"Chubut","GOLFO SAN JORGE","MATAMAGALLANES OESTE","45.9932000000000000","33.6838466132754302"
"Chubut","GOLFO SAN JORGE","MESETA CATORCE","29.4676778849557522","12.9357684277384154"
"Chubut","GOLFO SAN JORGE","ORIENTAL","112.8277247255304586","103.677746063425"
"Chubut","GOLFO SAN JORGE","ORIENTAL OESTE","46.8994460614035088","17.4635531814773709"
"Chubut","GOLFO SAN JORGE","PADRE CORTI","29.4853788888888889","14.9022019032553434"
"Chubut","GOLFO SAN JORGE","PAMPA","70.5647139354838710","78.1051229694196797"
"Chubut","GOLFO SAN JORGE","PAMPA DEL CASTILLO - LA GUITARRA","94.8879649890590810","80.8324917402926716"
"Chubut","GOLFO SAN JORGE","PAMPA SUR","22.6443044444444444","6.1613134105057322"
"Chubut","GOLFO SAN JORGE","PUESTO QUIROGA","178.7794394444444444","96.4346651697980275"
"Chubut","GOLFO SAN JORGE","PUESTO QUIROGA OESTE","520.0883919354838710","657.476292036645"
"Chubut","GOLFO SAN JORGE","PUESTO VERA","108.0000000000000000","122.922419879739"
"Chubut","GOLFO SAN JORGE","RESERO","71.5038398243320068","84.7325365834134801"
"Chubut","GOLFO SAN JORGE","RESTINGA ALI","63.2704081632653061","54.9173976596045684"
"Chubut","GOLFO SAN JORGE","RIO CHICO","122.9134762935897436","98.5534359657525233"
"Chubut","GOLFO SAN JORGE","RIO MAYO","12.8611111111111111","12.5027383542037550"
"Chubut","GOLFO SAN JORGE","SAN AGUSTIN","457.0792374626865672","591.733892526480"
"Chubut","GOLFO SAN JORGE","SINDICATO","55.2185000000000000","17.5543775542110713"
"Chubut","GOLFO SAN JORGE","SOLANO","55.1350000000000000","14.1627612263836304"
"Chubut","GOLFO SAN JORGE","TERO","31.8648004166666667","15.8717025995559781"
"Chubut","GOLFO SAN JORGE","TRAHUIL","61.0711148764044944","88.1848298286044013"
"Chubut","GOLFO SAN JORGE","TRES PICOS","62.2515690634789777","99.5328663954201280"
"Chubut","GOLFO SAN JORGE","VALLE HERMOSO","54.1220185190061584","75.1077679024608602"
"Chubut","GOLFO SAN JORGE","VALLE MARTIN","47.5909668186484175","59.1963042292505493"
"Chubut","GOLFO SAN JORGE","ZORRO","96.1983014314635175","108.551589287165"
