sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,geometry,provincia_geojson,match_check
CC-110,93040.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.45,562.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1939-12-12,1939-12-31,1940-01-01,1940-01-14,"{""type"":""Point"",""coordinates"":[-67.361723459999993,-45.749480380000001]}",0101000020E610000057B9277A26D750C0FD8B1CF9EEDF46C0,POINT (-67.36172346 -45.74948038),,True
CC-111,93041.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.45,565.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1940-01-19,1940-02-06,1940-02-06,1940-02-16,"{""type"":""Point"",""coordinates"":[-67.36163406,-45.749461099999998]}",0101000020E610000076342F0325D750C0E50F6157EEDF46C0,POINT (-67.36163406 -45.7494611),,True
CC-112,93042.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.45,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.361518450000005,-45.749459440000003]}",0101000020E6100000A4E9471E23D750C03F3D7449EEDF46C0,POINT (-67.36151845 -45.74945944),,True
CC-113,93043.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,13.5,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.367252300000004,-45.76569156]}",0101000020E61000005F78CA0F81D750C0F982582E02E246C0,POINT (-67.3672523 -45.76569156),,True
CC-114,93044.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,13.5,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.367252559999997,-45.765682560000002]}",0101000020E6100000A0A4E11081D750C0A628D9E201E246C0,POINT (-67.36725256 -45.76568256),,True
CC-115,93045.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,14.5,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.368049029999995,-45.75908999]}",0101000020E61000002BCB841D8ED750C0AFE25CDC29E146C0,POINT (-67.36804903 -45.75908999),,True
CH-744,93047.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.05,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1929-06-09,1929-07-19,1929-07-19,1929-07-31,"{""type"":""Point"",""coordinates"":[-67.427459970000001,-45.812106929999999]}",0101000020E6100000F2DF0F815BDB50C03C9AB01EF3E746C0,POINT (-67.42745997 -45.81210693),,True
CH-979,93049.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,7.82,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.506891789999997,-45.8848524]}",0101000020E61000004C2A43EA70E050C0C0E4EBD742F146C0,POINT (-67.50689179 -45.8848524),,True
CH-980,93050.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,7.03,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,,,,,"{""type"":""Point"",""coordinates"":[-67.504813299999995,-45.883574629999998]}",0101000020E61000007E8571DC4EE050C070B635F918F146C0,POINT (-67.5048133 -45.88357463),,True
CH-981,93051.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,8.67,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.504898350000005,-45.882325160000001]}",0101000020E61000007B432B4150E050C0A951E507F0F046C0,POINT (-67.50489835 -45.88232516),,True
CC-33,93052.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.41,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.369821349999995,-45.759583149999997]}",0101000020E610000034E72A27ABD750C0DCEB49053AE146C0,POINT (-67.36982135 -45.75958315),,True
CC-1,93101.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,13.27,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.372847460000003,-45.751879690000003]}",0101000020E610000030C697BBDCD750C0CF89FB973DE046C0,POINT (-67.37284746 -45.75187969),,True
CC-2,93102.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,13.47,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371428820000006,-45.752048420000001]}",0101000020E610000048AC627DC5D750C04974641F43E046C0,POINT (-67.37142882 -45.75204842),,True
CC-3,93103.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,14.03,525.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1934-04-21,1934-05-12,1934-05-13,1934-05-17,"{""type"":""Point"",""coordinates"":[-67.370154900000003,-45.752543090000003]}",0101000020E6100000117D2D9EB0D750C0BE30FC5453E046C0,POINT (-67.3701549 -45.75254309),,True
CC-4,93104.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,14.27,519.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1934-01-17,1934-01-26,1934-01-28,1934-01-31,"{""type"":""Point"",""coordinates"":[-67.368893549999996,-45.753046920000003]}",0101000020E6100000243DB1F39BD750C074E06AD763E046C0,POINT (-67.36889355 -45.75304692),,True
CC-5,93105.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,14.37,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.368009979999997,-45.753817060000003]}",0101000020E6100000E72CBB798DD750C0F6EED1137DE046C0,POINT (-67.36800998 -45.75381706),,True
CC-6,93106.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.53,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.367466190000002,-45.754834979999998]}",0101000020E6100000E31BE99084D750C0087DC06E9EE046C0,POINT (-67.36746619 -45.75483498),,True
CC-7,93107.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.71,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1934-04-07,1934-04-20,1934-04-21,1934-04-27,"{""type"":""Point"",""coordinates"":[-67.367704779999997,-45.75590905]}",0101000020E6100000B42BA17988D750C00E40B4A0C1E046C0,POINT (-67.36770478 -45.75590905),,True
CC-8,93108.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.32,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1934-05-04,1934-05-18,1934-05-19,1934-05-22,"{""type"":""Point"",""coordinates"":[-67.368696159999999,-45.756732970000002]}",0101000020E61000001757C7B798D750C03CFA3EA0DCE046C0,POINT (-67.36869616 -45.75673297),,True
CC-9,93109.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,11.2,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.366241990000006,-45.755384300000003]}",0101000020E6100000355E3E8270D750C0B834C86EB0E046C0,POINT (-67.36624199 -45.7553843),,True
CC-10,93110.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.72,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1932-03-01,1932-03-10,1932-03-10,1932-03-19,"{""type"":""Point"",""coordinates"":[-67.367411160000003,-45.752755829999998]}",0101000020E6100000AB1819AA83D750C096DC934D5AE046C0,POINT (-67.36741116 -45.75275583),,True
CC-11,93111.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.3,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.369831770000005,-45.757459959999998]}",0101000020E6100000FF4ADF52ABD750C05F1DAE72F4E046C0,POINT (-67.36983177 -45.75745996),,True
CC-12,93112.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.25,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.370472379999995,-45.75841381]}",0101000020E6100000F60AC9D1B5D750C0736427B413E146C0,POINT (-67.37047238 -45.75841381),,True
CC-13,93113.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.16,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371502129999996,-45.759247240000001]}",0101000020E6100000A3AFDEB0C6D750C06BB078032FE146C0,POINT (-67.37150213 -45.75924724),,True
CC-14,93114.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,11.78,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371766249999993,-45.760330670000002]}",0101000020E61000006B60AB04CBD750C0DCE5F08352E146C0,POINT (-67.37176625 -45.76033067),,True
CC-15,93115.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.13,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371554700000004,-45.761416320000002]}",0101000020E6100000354B5D8DC7D750C03585081776E146C0,POINT (-67.3715547 -45.76141632),,True
CC-16,93116.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.28,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371241389999994,-45.762464530000003]}",0101000020E61000002E3E3F6BC2D750C0E25A0E7098E146C0,POINT (-67.37124139 -45.76246453),,True
CC-17,93117.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.73,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371042939999995,-45.763541359999998]}",0101000020E61000008C2DE32ABFD750C0F32B29B9BBE146C0,POINT (-67.37104294 -45.76354136),,True
CC-18,93118.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.86,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.370985820000001,-45.764620209999997]}",0101000020E6100000810B4F3BBED750C0C3E73513DFE146C0,POINT (-67.37098582 -45.76462021),,True
CC-19,93119.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,12.67,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371353799999994,-45.765669129999999]}",0101000020E6100000B38FBA42C4D750C01174307201E246C0,POINT (-67.3713538 -45.76566913),,True
CC-20,93120.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,11.42,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.372373190000005,-45.766421440000002]}",0101000020E6100000433D5CF6D4D750C06AE005191AE246C0,POINT (-67.37237319 -45.76642144),,True
CC-21,93121.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,9.84,526.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1934-11-23,1934-12-08,1934-12-10,1934-12-18,"{""type"":""Point"",""coordinates"":[-67.372275189999996,-45.767580680000002]}",0101000020E6100000618A515BD3D750C01BD26E1540E246C0,POINT (-67.37227519 -45.76758068),,True
CC-22,93122.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.63,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.373009039999999,-45.768427869999996]}",0101000020E610000064FA4E61DFD750C0127E2DD85BE246C0,POINT (-67.37300904 -45.76842787),,True
CC-23,93123.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,11.34,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.372334850000001,-45.769506929999999]}",0101000020E61000004FFA8C55D4D750C09B32FD337FE246C0,POINT (-67.37233485 -45.76950693),,True
CC-24,93124.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.52,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.371562010000005,-45.770440620000002]}",0101000020E6100000B55806ACC7D750C07A3459CC9DE246C0,POINT (-67.37156201 -45.77044062),,True
CC-25,93125.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,13.33,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1935-08-08,1935-08-27,1935-08-28,1935-08-31,"{""type"":""Point"",""coordinates"":[-67.374091059999998,-45.750214919999998]}",0101000020E6100000431BA11BF1D750C0852FE10A07E046C0,POINT (-67.37409106 -45.75021492),,True
CC-26,93126.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,13.2,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.375614189999993,-45.749543799999998]}",0101000020E6100000AA7D19100AD850C0B4F51D0DF1DF46C0,POINT (-67.37561419 -45.7495438),,True
CC-27,93127.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,14.07,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1934-12-26,1935-01-11,1935-01-12,1935-01-14,"{""type"":""Point"",""coordinates"":[-67.375864149999998,-45.74845869]}",0101000020E610000049FF81280ED850C07FFA8D7ECDDF46C0,POINT (-67.37586415 -45.74845869),,True
CC-28,93128.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,14.32,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.376126679999999,-45.747382760000001]}",0101000020E61000003270A37512D850C0A9E5FF3CAADF46C0,POINT (-67.37612668 -45.74738276),,True
CC-29,93129.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,13.62,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1935-03-08,1935-03-21,1935-03-22,1935-03-25,"{""type"":""Point"",""coordinates"":[-67.376465229999994,-45.746343889999999]}",0101000020E610000097BB9E0118D850C0498F533288DF46C0,POINT (-67.37646523 -45.74634389),,True
CC-30,93130.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,11.06,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.369578869999998,-45.763052620000003]}",0101000020E610000054FC212EA7D750C0790350B5ABE146C0,POINT (-67.36957887 -45.76305262),,True
CC-31,93131.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,11.01,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.369625790000001,-45.761883650000001]}",0101000020E6100000B9F3EDF2A7D750C0B60D486785E146C0,POINT (-67.36962579 -45.76188365),,True
CC-32,93132.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,11.98,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.370208680000005,-45.760848289999998]}",0101000020E6100000E752BF7FB1D750C03E620D7A63E146C0,POINT (-67.37020868 -45.76084829),,True
RA.124,94024.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,10.55,0.0,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1939-06-01,1939-07-02,,,"{""type"":""Point"",""coordinates"":[-67.413024289999996,-45.813013949999998]}",0101000020E61000003B806EFD6EDA50C08C3853D710E846C0,POINT (-67.41302429 -45.81301395),,True
Ch.CC.xp-91,94041.0,RESTINGA ALI,ALI,YPF S.A.,RESTINGA ALI,ALI,grupo chubut,GOLFO SAN JORGE,Chubut,7.0,2090.0,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,A Abandonar,1967-03-13,1967-05-17,1967-05-22,1967-07-14,"{""type"":""Point"",""coordinates"":[-67.367071730000006,-45.764575209999997]}",0101000020E6100000B7E86C1A7ED750C02324B999DDE146C0,POINT (-67.36707173 -45.76457521),,True
YPF.Nq.BDS.x-1,119967.0,LA BANDA,Z050,,LA BANDA,Y063,tordillo,NEUQUINA,Neuquén,704.0,2654.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.461765099999994,-37.271229200000001]}",0101000020E6100000C9BB348F8D1D51C031DC6FA3B7A242C0,POINT (-68.4617651 -37.2712292),Mendoza,True
YPF.Ch.-1784,120497.0,CAMPAMENTO CENTRAL - CAÑADON PERDIDO,CCC,YPF S.A.,CAMPAMENTO CENTRAL - BELLA VISTA ESTE,ZCE,grupo chubut,GOLFO SAN JORGE,Chubut,11.0,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.462930600000007,-45.835982190000003]}",0101000020E610000055D4AAA7A0DD50C0530BE37601EB46C0,POINT (-67.4629306 -45.83598219),,True
YPF.Ch.-732,121668.0,CAMPAMENTO CENTRAL - CAÑADON PERDIDO,CCC,YPF S.A.,CAMPAMENTO CENTRAL - BELLA VISTA ESTE,ZCE,grupo chubut,GOLFO SAN JORGE,Chubut,7.0,0.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.449050909999997,-45.816675740000001]}",0101000020E6100000192C0740BDDC50C0495EA5D488E846C0,POINT (-67.44905091 -45.81667574),,True
PLF.TF.CNS-2005d,127896.0,TIERRA DEL FUEGO - FRACCION A,DFUA,YPF S.A.,CABO NOMBRE,CAB,springhill,AUSTRAL,Tierra del Fuego,5.8,3400.0,No informado,No informado,No informado,No informado,no,Gasífero,Electrosumergible,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.336486019999995,-53.017403649999999]}",0101000020E610000084DDA8FC881551C05FCA65483A824AC0,POINT (-68.33648602 -53.01740365),,True
PLF.TF.CNS-2006d,127897.0,TIERRA DEL FUEGO - FRACCION A,DFUA,YPF S.A.,CABO NOMBRE,CAB,springhill,AUSTRAL,Tierra del Fuego,5.8,3233.1,No informado,No informado,No informado,No informado,no,Gasífero,Surgencia Natural,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.336350519999996,-53.017396609999999]}",0101000020E610000020D954C4861551C07181570D3A824AC0,POINT (-68.33635052 -53.01739661),,True
YPF.RN.EM-305,128495.0,25 DE MAYO - MEDANITO SUD ESTE RN,VERN,Petrolera Aconcagua Energia S.A.,25 DE MAYO - MEDANITO SUDESTE RN,VERN,choiyoi,NEUQUINA,Rio Negro,287.07,1350.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Sin Sistema de Extracción,En Estudio,1968-12-26,1969-01-03,1969-01-13,1969-01-20,"{""type"":""Point"",""coordinates"":[-67.812713487957097,-38.067813630194202]}",0101000020E6100000CEF26E7F03F450C01DF4F51DAE0843C0,POINT (-67.8127134879571 -38.0678136301942),La Pampa,True
YPF.Nq.RN-151,129008.0,RIO NEUQUEN,RGO,YPF S.A.,RIO NEUQUEN,RNQ,lotena,NEUQUINA,Neuquén,308.0,2952.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1976-09-23,1976-11-03,1976-11-06,1976-11-23,"{""type"":""Point"",""coordinates"":[-68.232022667814206,-38.697572955796602]}",0101000020E6100000558C9A75D90E51C038DC13124A5943C0,POINT (-68.2320226678142 -38.6975729557966),Rio Negro,True
YPF.Nq.RN-151,129009.0,RIO NEUQUEN,RGO,YPF S.A.,RIO NEUQUEN,RNQ,quintuco,NEUQUINA,Neuquén,308.0,2952.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,1976-09-23,1976-11-03,1976-11-06,1976-11-23,"{""type"":""Point"",""coordinates"":[-68.232022667814206,-38.697572955796602]}",0101000020E6100000558C9A75D90E51C038DC13124A5943C0,POINT (-68.2320226678142 -38.6975729557966),Rio Negro,True
SIP.MAG.AM-101,129794.0,MAGALLANES,MAG,ENAP SIPETROL ARGENTINA S.A.,MAGALLANES,MAG,springhill,AUSTRAL,Tierra del Fuego,0.0,2272.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.384549000000007,-52.531370000000003]}",0101000020E610000069AD68739C1851C0AB09A2EE03444AC0,POINT (-68.384549 -52.53137),,True
SIP.MAG.AM-103,129795.0,MAGALLANES,MAG,ENAP SIPETROL ARGENTINA S.A.,MAGALLANES,MAG,springhill,AUSTRAL,Tierra del Fuego,0.0,2432.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.384549000000007,-52.531370000000003]}",0101000020E610000069AD68739C1851C0AB09A2EE03444AC0,POINT (-68.384549 -52.53137),,True
SIP.MAG.AM-104,129796.0,MAGALLANES,MAG,ENAP SIPETROL ARGENTINA S.A.,MAGALLANES,MAG,springhill,AUSTRAL,Tierra del Fuego,0.0,2605.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.384549000000007,-52.531370000000003]}",0101000020E610000069AD68739C1851C0AB09A2EE03444AC0,POINT (-68.384549 -52.53137),,True
