sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,geometry,provincia_geojson,match_check
YPF.St.Ma.x-1,315.0,YACIMIENTO NORTE 1/B,YN1B,,YACIMIENTO NORTE 1/B,Y071,formación improductiva,NOROESTE,Salta,387.0,5171.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-64.166923224696106,-23.7144786914101]}",0101000020E6100000CFC0BFDEAE0A50C0964B5513E8B637C0,POINT (-64.1669232246961 -23.7144786914101),Jujuy,True
YPF.Nq.LM.x-7,8093.0,CATRIEL VIEJO,VIE,Petrolera Aconcagua Energia S.A.,LOMA MONTOSA,LMO,formación improductiva,NEUQUINA,Rio Negro,450.0,2208.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Otras Situación Inactivo,,,,,"{""type"":""Point"",""coordinates"":[-68.281099999999995,-37.904200000000003]}",0101000020E6100000F5B9DA8AFD1151C088855AD3BCF342C0,POINT (-68.2811 -37.9042),Neuquén,True
YPF.Nq.LM.x-6,8094.0,CATRIEL VIEJO,VIE,Petrolera Aconcagua Energia S.A.,LOMA MONTOSA,LMO,formación improductiva,NEUQUINA,Rio Negro,450.84,2143.2,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Otras Situación Inactivo,,,,,"{""type"":""Point"",""coordinates"":[-68.254900000000006,-37.887]}",0101000020E610000007F01648501051C0A8C64B3789F142C0,POINT (-68.2549 -37.887),Neuquén,True
YPF.Nq.LM.x-4,8100.0,CATRIEL VIEJO,VIE,Petrolera Aconcagua Energia S.A.,LOMA MONTOSA,LMO,formación improductiva,NEUQUINA,Rio Negro,457.58,2045.8,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Otras Situación Inactivo,,,,,"{""type"":""Point"",""coordinates"":[-68.279300000000006,-37.883099999999999]}",0101000020E610000076711B0DE01151C07E8CB96B09F142C0,POINT (-68.2793 -37.8831),Neuquén,True
YPF.Md.N.PaVe.x-1,8715.0,JAGÜEL CASA DE PIEDRA,JCPA,PLUSPETROL S.A.,PAMPA VERDE,PPVD,tordillo,NEUQUINA,Mendoza,605.07,800.0,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Petrolífero,Sin Sistema de Extracción,En Estudio,2004-02-26,2004-03-16,2004-04-15,2004-04-18,"{""type"":""Point"",""coordinates"":[-68.16113,-37.478439999999999]}",0101000020E6100000E31934F44F0A51C0938C9C853DBD42C0,POINT (-68.16113 -37.47844),La Pampa,True
SJ.RN.LN-7,10143.0,LOMA NEGRA,LNE,CAPEX S.A.,LOMA NEGRA,LNE,lajas,NEUQUINA,Rio Negro,396.31,3329.0,EXPLOTACION,DESARROLLO,No informado,No informado,no,Petrolífero,Electrosumergible,Extracción Efectiva,1998-10-19,1998-11-09,1999-02-09,1999-02-20,"{""type"":""Point"",""coordinates"":[-38.756338,-67.642382999999995]}",0101000020E61000006C5CFFAECF6043C0682096CD1CE950C0,POINT (-38.756338 -67.642383),,True
TA.CMA-1.AntS.x-1,10267.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,31.9,1777.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.309899999999999,-52.718000000000004]}",0101000020E6100000F241CF66D51351C096438B6CE75B4AC0,POINT (-68.3099 -52.718),,True
TA.CMA-9.AntN.x-1,10268.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,36.4,1776.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.356399999999994,-52.676600000000001]}",0101000020E6100000D712F241CF1651C09F3C2CD49A564AC0,POINT (-68.3564 -52.6766),,True
TA.CMA-1.Ara.e-10,10270.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,32.1,1777.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.369600000000005,-52.762700000000002]}",0101000020E61000008126C286A71751C061545227A0614AC0,POINT (-68.3696 -52.7627),,True
TA.CMA-1.Ara.x-2,10271.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,38.0,1738.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.278000000000006,-52.786200000000001]}",0101000020E61000006F1283C0CA1151C0BF0E9C33A2644AC0,POINT (-68.278 -52.7862),,True
TA.CMA-1.Ara.e-3,10272.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,36.0,1738.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.3155,-52.776499999999999]}",0101000020E6100000D578E926311451C008AC1C5A64634AC0,POINT (-68.3155 -52.7765),,True
TA.CMA-1.Ara.e-4,10273.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,37.5,1736.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.270799999999994,-52.793500000000002]}",0101000020E61000006FF085C9541151C021B0726891654AC0,POINT (-68.2708 -52.7935),,True
TA.CMA-1.Ara.e-5,10274.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,37.2,1747.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.423699999999997,-52.756599999999999]}",0101000020E61000002CD49AE61D1B51C0A913D044D8604AC0,POINT (-68.4237 -52.7566),,True
TA.CMA-1.Ara.e-6,10275.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,34.0,1686.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.436599999999999,-52.7239]}",0101000020E6100000C05B2041F11B51C086C954C1A85C4AC0,POINT (-68.4366 -52.7239),,True
TA.CMA-1.Ara.e-7/I,10276.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,34.3,1906.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.307000000000002,-52.795200000000001]}",0101000020E6100000CFF753E3A51351C0BDE3141DC9654AC0,POINT (-68.307 -52.7952),,True
TA.CMA-1.Ara.e-8,10277.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,34.5,1745.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.290700000000001,-52.792900000000003]}",0101000020E61000009F3C2CD49A1251C0CC7F48BF7D654AC0,POINT (-68.2907 -52.7929),,True
TA.CMA-1.Ara.e-9,10278.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,32.4,1751.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.317300000000003,-52.7834]}",0101000020E610000055C1A8A44E1451C0DCD7817346644AC0,POINT (-68.3173 -52.7834),,True
TA.CMA-1.Ara.x-1,10279.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,29.5,1722.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.391400000000004,-52.736499999999999]}",0101000020E6100000E2E995B20C1951C083C0CAA1455E4AC0,POINT (-68.3914 -52.7365),,True
TA.CMA-1.Ara.e-11,10285.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.5,1747.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.324299999999994,-52.773600000000002]}",0101000020E6100000F085C954C11451C0C217265305634AC0,POINT (-68.3243 -52.7736),,True
TA.CMA-1.Ara.e-7,10286.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,34.3,1750.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.307000000000002,-52.795200000000001]}",0101000020E6100000CFF753E3A51351C0BDE3141DC9654AC0,POINT (-68.307 -52.7952),,True
TA.CMA-1.Ara.e-9/I,10287.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,32.4,2543.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.317300000000003,-52.7834]}",0101000020E610000055C1A8A44E1451C0DCD7817346644AC0,POINT (-68.3173 -52.7834),,True
TA.CMA-9.Arg.e-2,10288.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.0,1751.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.198400000000007,-52.723199999999999]}",0101000020E6100000B1E1E995B20C51C0CD3B4ED1915C4AC0,POINT (-68.1984 -52.7232),,True
TA.CMA-9.Arg.e-3/I,10289.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,32.9,1791.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.233400000000003,-52.709899999999998]}",0101000020E6100000BBB88D06F00E51C017B7D100DE5A4AC0,POINT (-68.2334 -52.7099),,True
TA.CMA-9.Arg.e-4,10290.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,35.7,1775.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.198800000000006,-52.739400000000003]}",0101000020E6100000789CA223B90C51C0CA54C1A8A45E4AC0,POINT (-68.1988 -52.7394),,True
TA.CMA-1.Arg.e-5,10291.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,31.9,1755.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.196399999999997,-52.715899999999998]}",0101000020E6100000CD3B4ED1910C51C06B9A779CA25B4AC0,POINT (-68.1964 -52.7159),,True
TA.CMA-1.Arg.e-6,10292.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.2,2410.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.213200000000001,-52.727699999999999]}",0101000020E610000076E09C11A50D51C04CA60A46255D4AC0,POINT (-68.2132 -52.7277),,True
TA.CMA-1.ASM-1Drain,10293.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.2,2915.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.213099999999997,-52.727699999999999]}",0101000020E6100000C4B12E6EA30D51C04CA60A46255D4AC0,POINT (-68.2131 -52.7277),,True
TA.CMA-1.ASM-2,10294.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.0,5090.0,No informado,No informado,No informado,No informado,no,Gasífero,Surgencia Natural,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.213800000000006,-52.727899999999998]}",0101000020E6100000A1F831E6AE0D51C01361C3D32B5D4AC0,POINT (-68.2138 -52.7279),,True
TA.CMA-1.ASM-2Pilot,10295.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.0,2505.0,No informado,No informado,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.213899999999995,-52.727800000000002]}",0101000020E61000005227A089B00D51C0B003E78C285D4AC0,POINT (-68.2139 -52.7278),,True
TA.CMA-9.Arg.e-4/I,10296.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,35.7,1781.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.198800000000006,-52.739400000000003]}",0101000020E6100000789CA223B90C51C0CA54C1A8A45E4AC0,POINT (-68.1988 -52.7394),,True
TA.CMA-9.Arg.x-1,10297.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,34.0,1759.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.275599999999997,-52.690199999999997]}",0101000020E6100000C4B12E6EA31151C07FD93D7958584AC0,POINT (-68.2756 -52.6902),,True
TA.CMA-1.ASM-1Pilot,10298.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.2,1813.0,No informado,No informado,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.213099999999997,-52.727699999999999]}",0101000020E6100000C4B12E6EA30D51C04CA60A46255D4AC0,POINT (-68.2131 -52.7277),,True
TA.CMA-1.ASM-2Pilot/I,10299.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,33.1,2660.0,No informado,No informado,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.213899999999995,-52.727800000000002]}",0101000020E61000005227A089B00D51C0B003E78C285D4AC0,POINT (-68.2139 -52.7278),,True
TA.CMA-9.Ari.e-2,10300.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,ARIES,ARS,springhill,AUSTRAL,Estado Nacional,33.7,1707.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.002920000000003,-52.72437]}",0101000020E610000047205ED72F0051C00D1AFA27B85C4AC0,POINT (-68.00292 -52.72437),,True
TA.CMA-9.Ari.x-1,10301.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,ARIES,ARS,springhill,AUSTRAL,Estado Nacional,32.0,1620.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.090310000000002,-52.68074]}",0101000020E61000001D2098A3C70551C01E8A027D22574AC0,POINT (-68.09031 -52.68074),,True
SH.CMA-14.MLD4.x-1,10302.0,ARIES NORTE,ARSN,TOTAL AUSTRAL S.A.,ARIES NORTE,ARSN,springhill,AUSTRAL,Estado Nacional,33.3,1689.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.126589999999993,-52.642710000000001]}",0101000020E61000000A80F10C1A0851C0F5673F5244524AC0,POINT (-68.12659 -52.64271),,True
SH.CMA-14.MLD3.x-1,10303.0,ARIES NORTE,ARSN,TOTAL AUSTRAL S.A.,ARIES NORTE,ARSN,springhill,AUSTRAL,Estado Nacional,34.5,1701.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.116200000000006,-52.629689999999997]}",0101000020E6100000E5F21FD26F0751C0224F92AE99504AC0,POINT (-68.1162 -52.62969),,True
TA.CMA-1.Ari.P-1,10304.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,ARIES,ARS,springhill,AUSTRAL,Estado Nacional,50.5,1785.0,No informado,No informado,No informado,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.04204,-52.683349999999997]}",0101000020E6100000ED478AC8B00251C05DDC460378574AC0,POINT (-68.04204 -52.68335),,True
TA.CMA-1.Ari.PH-3,10305.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,ARIES,ARS,springhill,AUSTRAL,Estado Nacional,50.0,4696.0,No informado,No informado,No informado,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.042100000000005,-52.683329999999998]}",0101000020E610000058CA32C4B10251C01630815B77574AC0,POINT (-68.0421 -52.68333),,True
TA.CMA-1.Ari.PH-2,10306.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,ARIES,ARS,springhill,AUSTRAL,Estado Nacional,50.0,4317.0,No informado,No informado,No informado,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.042119999999997,-52.68336]}",0101000020E61000007BA01518B20251C081B2295778574AC0,POINT (-68.04212 -52.68336),,True
TA.CMA-1.Ind.x-1,10307.0,TAURO-SIRIUS,TASI,TOTAL AUSTRAL S.A.,TAURO-SIRIUS,TASI,springhill,AUSTRAL,Estado Nacional,34.3,1169.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-66.845169999999996,-53.228760000000001]}",0101000020E6100000DC63E94317B650C00551F701489D4AC0,POINT (-66.84517 -53.22876),,True
TA.CMA-1.Sir.x-1,10308.0,TAURO-SIRIUS,TASI,TOTAL AUSTRAL S.A.,TAURO-SIRIUS,TASI,springhill,AUSTRAL,Estado Nacional,34.2,1154.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-66.937929999999994,-53.112720000000003]}",0101000020E6100000FCFB8C0B07BC50C075CDE49B6D8E4AC0,POINT (-66.93793 -53.11272),,True
TA.CAM-1.Tau.x-1,10309.0,TAURO-SIRIUS,TASI,TOTAL AUSTRAL S.A.,TAURO-SIRIUS,TASI,springhill,AUSTRAL,Estado Nacional,33.1,1084.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.191850000000002,-52.626139999999999]}",0101000020E610000035EF384547CC50C0D55B035B25504AC0,POINT (-67.19185 -52.62614),,True
TA.CAM-1.Uni.x-1,10310.0,TAURO-SIRIUS,TASI,TOTAL AUSTRAL S.A.,TAURO-SIRIUS,TASI,springhill,AUSTRAL,Estado Nacional,33.2,1133.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-66.956419999999994,-52.832689999999999]}",0101000020E6100000614F3BFC35BD50C066DAFE95956A4AC0,POINT (-66.95642 -52.83269),,True
TA.CAM-1.Tau.e-2,10311.0,TAURO-SIRIUS,TASI,TOTAL AUSTRAL S.A.,TAURO-SIRIUS,TASI,springhill,AUSTRAL,Estado Nacional,33.6,1112.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.220770000000002,-52.563830000000003]}",0101000020E6100000077C7E1821CE50C07940D9942B484AC0,POINT (-67.22077 -52.56383),,True
TA.CAM-2B.Ald.x-1,10312.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAM-2/B ,Y028,springhill,AUSTRAL,Estado Nacional,33.0,1720.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.047359999999998,-52.873260000000002]}",0101000020E6100000DEC83CF2070351C0D673D2FBC66F4AC0,POINT (-68.04736 -52.87326),,True
YPF.TF.CA.a-125,10343.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,67.0,1754.0,EXPLOTACION,AVANZADA,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.606819999999999,-52.698480000000004]}",0101000020E6100000C2A38D23D62651C07E74EACA67594AC0,POINT (-68.60682 -52.69848),,True
YPF.TF.CA-80,10375.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,100.0,1790.0,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.607140000000001,-52.739370000000001]}",0101000020E6100000FB05BB61DB2651C05FD218ADA35E4AC0,POINT (-68.60714 -52.73937),,True
TA.CMA-1.Car.e-4,10454.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,34.8,1094.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.297929999999994,-52.72654]}",0101000020E6100000D39FFD4811D350C0309E4143FF5C4AC0,POINT (-67.29793 -52.72654),,True
TA.CMA-1.Car.e-5,10455.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,31.9,1070.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.059150000000002,-52.79139]}",0101000020E6100000BDE3141DC9C350C0D3307C444C654AC0,POINT (-67.05915 -52.79139),,True
TA.CMA-1.Car.e-6,10456.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,32.7,1174.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.373379999999997,-52.861370000000001]}",0101000020E6100000C03E3A75E5D750C0B5E0455F416E4AC0,POINT (-67.37338 -52.86137),,True
TA.CMA-1.Car.e-8,10457.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,34.0,1130.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.408640000000005,-52.79712]}",0101000020E610000099F5622827DA50C0677E350708664AC0,POINT (-67.40864 -52.79712),,True
