"provincia","prod_gas"
"Santa Cruz","437.956"
"Santa Cruz","438.320"
"Santa Cruz","438.640"
"Santa Cruz","438.927"
"Santa Cruz","439.257"
"Santa Cruz","439.462"
"Santa Cruz","439.510"
"Santa Cruz","439.528"
"Santa Cruz","440.396"
"Santa Cruz","441.4916"
"Santa Cruz","443.092"
"Santa Cruz","443.539"
"Santa Cruz","443.640"
"Santa Cruz","444.518"
"Santa Cruz","444.699"
"Santa Cruz","445.154"
"Santa Cruz","445.459"
"Santa Cruz","447.908"
"Santa Cruz","448.264"
"Santa Cruz","448.398"
"Santa Cruz","448.403"
"Santa Cruz","449.893"
"Santa Cruz","450.514"
"Santa Cruz","450.530"
"Santa Cruz","450.703"
"Santa Cruz","451.259"
"Santa Cruz","451.326"
"Santa Cruz","451.706"
"Santa Cruz","451.803"
"Santa Cruz","451.841"
"Santa Cruz","452.075"
"Santa Cruz","452.128"
"Santa Cruz","452.177"
"Santa Cruz","453.791"
"Santa Cruz","454.934"
"Santa Cruz","455.078"
"Santa Cruz","455.496"
"Santa Cruz","457.979"
"Santa Cruz","457.980"
"Santa Cruz","458.272"
"Santa Cruz","458.715"
"Santa Cruz","459.560"
"Santa Cruz","459.648"
"Santa Cruz","459.888"
"Santa Cruz","461.601"
"Santa Cruz","461.675"
"Santa Cruz","462.847"
"Santa Cruz","463.962"
"Santa Cruz","464.290"
"Santa Cruz","466.045"
"Santa Cruz","466.363"
"Santa Cruz","466.521"
"Santa Cruz","467.711"
"Santa Cruz","468.499"
"Santa Cruz","469.512"
"Santa Cruz","470.362"
"Santa Cruz","471.084"
"Santa Cruz","471.769"
"Santa Cruz","471.955"
"Santa Cruz","472.190"
"Santa Cruz","472.911"
"Santa Cruz","472.916"
"Santa Cruz","473.188"
"Santa Cruz","473.333"
"Santa Cruz","473.775"
"Santa Cruz","473.998"
"Santa Cruz","474.161"
"Santa Cruz","474.586"
"Santa Cruz","476.705"
"Santa Cruz","477.597"
"Santa Cruz","477.683"
"Santa Cruz","478.245"
"Santa Cruz","478.290"
"Santa Cruz","480.523"
"Santa Cruz","480.603"
"Santa Cruz","480.933"
"Santa Cruz","481.088"
"Santa Cruz","481.934"
"Santa Cruz","485.905"
"Santa Cruz","486.6163"
"Santa Cruz","489.274"
"Santa Cruz","490.220"
"Santa Cruz","491.666"
"Santa Cruz","491.959"
"Santa Cruz","492.021"
"Santa Cruz","493.696"
"Santa Cruz","493.989"
"Santa Cruz","494.137"
"Santa Cruz","495.244"
"Santa Cruz","495.419"
"Santa Cruz","497.427"
"Santa Cruz","498.468"
"Santa Cruz","500.214"
"Santa Cruz","501.038"
"Santa Cruz","502.290"
"Santa Cruz","502.846"
"Santa Cruz","504.424"
"Santa Cruz","504.490"
"Santa Cruz","505.548"
"Santa Cruz","506.699"
"Santa Cruz","506.837"
"Santa Cruz","506.968"
"Santa Cruz","507.185"
"Santa Cruz","507.243"
"Santa Cruz","508.797"
"Santa Cruz","509.149"
"Santa Cruz","510.018"
"Santa Cruz","510.110"
"Santa Cruz","510.137"
"Santa Cruz","510.785"
"Santa Cruz","512.176"
"Santa Cruz","512.905"
"Santa Cruz","514.821"
"Santa Cruz","515.159"
"Santa Cruz","515.274"
"Santa Cruz","515.537"
"Santa Cruz","515.962"
"Santa Cruz","517.395"
"Santa Cruz","517.534"
"Santa Cruz","519.586"
"Santa Cruz","521.728"
"Santa Cruz","525.833"
"Santa Cruz","526.332"
"Santa Cruz","526.758"
"Santa Cruz","526.846"
"Santa Cruz","528.306"
"Santa Cruz","528.529"
"Santa Cruz","528.797"
"Santa Cruz","529.625"
"Santa Cruz","530.351"
"Santa Cruz","530.370"
"Santa Cruz","530.482"
"Santa Cruz","530.564"
"Santa Cruz","531.592"
"Santa Cruz","532.623"
"Santa Cruz","534.169"
"Santa Cruz","534.398"
"Santa Cruz","535.195"
"Santa Cruz","536.845"
"Santa Cruz","538.985"
"Santa Cruz","539.267"
"Santa Cruz","540.448"
"Santa Cruz","544.564"
"Santa Cruz","544.837"
"Santa Cruz","544.906"
"Santa Cruz","545.108"
"Santa Cruz","545.252"
"Santa Cruz","546.709"
"Santa Cruz","546.898"
"Santa Cruz","548.429"
"Santa Cruz","548.932"
"Santa Cruz","549.106"
"Santa Cruz","551.551"
"Santa Cruz","552.768"
"Santa Cruz","552.814"
"Santa Cruz","552.902"
"Santa Cruz","555.506"
"Santa Cruz","556.494"
"Santa Cruz","557.253"
"Santa Cruz","557.851"
"Santa Cruz","558.138"
"Santa Cruz","558.323"
"Santa Cruz","559.554"
"Santa Cruz","561.925"
"Santa Cruz","563.524"
"Santa Cruz","564.562"
"Santa Cruz","564.836"
"Santa Cruz","566.405"
"Santa Cruz","567.181"
"Santa Cruz","568.052"
"Santa Cruz","569.517"
"Santa Cruz","570.086"
"Santa Cruz","571.265"
"Santa Cruz","571.618"
"Santa Cruz","571.943"
"Santa Cruz","572.025"
"Santa Cruz","576.596"
"Santa Cruz","577.730"
"Santa Cruz","577.816"
"Santa Cruz","577.863"
"Santa Cruz","579.224"
"Santa Cruz","580.439"
"Santa Cruz","581.951"
"Santa Cruz","582.290"
"Santa Cruz","582.842"
"Santa Cruz","583.619"
"Santa Cruz","584.016"
"Santa Cruz","584.899"
"Santa Cruz","588.526"
"Santa Cruz","589.274"
"Santa Cruz","589.668"
"Santa Cruz","589.699"
"Santa Cruz","590.902"
"Santa Cruz","591.048"
"Santa Cruz","591.976"
"Santa Cruz","593.007"
"Santa Cruz","593.616"
"Santa Cruz","593.722"
"Santa Cruz","594.602"
"Santa Cruz","594.785"
"Santa Cruz","596.739"
"Santa Cruz","597.751"
"Santa Cruz","598.605"
"Santa Cruz","598.718"
"Santa Cruz","598.737"
"Santa Cruz","600.432"
"Santa Cruz","602.081"
"Santa Cruz","602.259"
"Santa Cruz","603.154"
"Santa Cruz","603.188"
"Santa Cruz","603.849"
"Santa Cruz","604.283"
"Santa Cruz","606.352"
"Santa Cruz","607.176"
"Santa Cruz","607.493"
"Santa Cruz","607.720"
"Santa Cruz","607.741"
"Santa Cruz","611.267"
"Santa Cruz","612.148"
"Santa Cruz","612.923"
"Santa Cruz","615.009"
"Santa Cruz","617.137"
"Santa Cruz","618.811"
"Santa Cruz","618.945"
"Santa Cruz","619.444"
"Santa Cruz","621.987"
"Santa Cruz","623.463"
"Santa Cruz","624.009"
"Santa Cruz","624.950"
"Santa Cruz","628.692"
"Santa Cruz","629.190"
"Santa Cruz","629.515"
"Santa Cruz","630.645"
"Santa Cruz","631.696"
"Santa Cruz","632.308"
"Santa Cruz","632.369"
"Santa Cruz","633.888"
"Santa Cruz","634.936"
"Santa Cruz","635.335"
"Santa Cruz","636.565"
"Santa Cruz","638.875"
"Santa Cruz","639.617"
"Santa Cruz","639.863"
"Santa Cruz","645.961"
"Santa Cruz","646.024"
"Santa Cruz","646.762"
"Santa Cruz","648.848"
"Santa Cruz","649.455"
"Santa Cruz","652.711"
"Santa Cruz","653.241"
"Santa Cruz","654.114"
"Santa Cruz","654.466"
"Santa Cruz","655.686"
"Santa Cruz","655.877"
"Santa Cruz","657.197"
"Santa Cruz","661.906"
"Santa Cruz","663.672"
"Santa Cruz","664.057"
"Santa Cruz","664.205"
"Santa Cruz","667.438"
"Santa Cruz","668.227"
"Santa Cruz","668.310"
"Santa Cruz","670.992"
"Santa Cruz","671.088"
"Santa Cruz","672.104"
"Santa Cruz","673.214"
"Santa Cruz","675.075"
"Santa Cruz","675.087"
"Santa Cruz","679.017"
"Santa Cruz","679.310"
"Santa Cruz","686.117"
"Santa Cruz","689.706"
"Santa Cruz","690.465"
"Santa Cruz","691.422"
"Santa Cruz","693.471"
"Santa Cruz","694.523"
"Santa Cruz","694.535"
"Santa Cruz","694.896"
"Santa Cruz","695.690"
"Santa Cruz","696.506"
"Santa Cruz","696.853"
"Santa Cruz","697.269"
"Santa Cruz","702.094"
"Santa Cruz","702.906"
"Santa Cruz","704.645"
"Santa Cruz","706.133"
"Santa Cruz","708.076"
"Santa Cruz","708.214"
"Santa Cruz","709.423"
"Santa Cruz","710.674"
"Santa Cruz","712.506"
"Santa Cruz","717.071"
"Santa Cruz","719.097"
"Santa Cruz","719.577"
"Santa Cruz","719.899"
"Santa Cruz","720.160"
"Santa Cruz","720.410"
"Santa Cruz","721.206"
"Santa Cruz","722.123"
"Santa Cruz","723.782"
"Santa Cruz","724.829"
"Santa Cruz","728.385"
"Santa Cruz","728.743"
"Santa Cruz","731.186"
"Santa Cruz","732.044"
"Santa Cruz","732.920"
"Santa Cruz","732.955"
"Santa Cruz","733.223"
"Santa Cruz","739.629"
"Santa Cruz","744.493"
"Santa Cruz","745.475"
"Santa Cruz","747.826"
"Santa Cruz","748.861"
"Santa Cruz","752.024"
"Santa Cruz","754.555"
"Santa Cruz","755.301"
"Santa Cruz","757.096"
"Santa Cruz","759.351"
"Santa Cruz","760.076"
"Santa Cruz","761.621"
"Santa Cruz","770.164"
"Santa Cruz","770.271"
"Santa Cruz","770.521"
"Santa Cruz","770.543"
"Santa Cruz","771.604"
"Santa Cruz","772.905"
"Santa Cruz","776.519"
"Santa Cruz","776.781"
"Santa Cruz","777.511"
"Santa Cruz","777.693"
"Santa Cruz","778.273"
"Santa Cruz","781.826"
"Santa Cruz","782.374"
"Santa Cruz","782.562"
"Santa Cruz","783.874"
"Santa Cruz","792.363"
"Santa Cruz","792.618"
"Santa Cruz","792.678"
"Santa Cruz","793.096"
"Santa Cruz","794.001"
"Santa Cruz","794.904"
"Santa Cruz","795.556"
"Santa Cruz","801.127"
"Santa Cruz","803.461"
"Santa Cruz","804.890"
"Santa Cruz","807.803"
"Santa Cruz","808.927"
"Santa Cruz","811.206"
"Santa Cruz","814.597"
"Santa Cruz","815.530"
"Santa Cruz","816.140"
"Santa Cruz","816.797"
"Santa Cruz","816.913"
"Santa Cruz","819.824"
"Santa Cruz","822.669"
"Santa Cruz","825.776"
"Santa Cruz","825.990"
"Santa Cruz","826.970"
"Santa Cruz","828.627"
"Santa Cruz","828.640"
"Santa Cruz","829.490"
"Santa Cruz","831.865"
"Santa Cruz","833.910"
"Santa Cruz","835.501"
"Santa Cruz","836.963"
"Santa Cruz","837.562"
"Santa Cruz","838.473"
"Santa Cruz","841.622"
"Santa Cruz","843.480"
"Santa Cruz","845.706"
"Santa Cruz","845.837"
"Santa Cruz","849.319"
"Santa Cruz","854.961"
"Santa Cruz","855.326"
"Santa Cruz","856.327"
"Santa Cruz","856.436"
"Santa Cruz","858.585"
"Santa Cruz","858.760"
"Santa Cruz","862.418"
"Santa Cruz","864.848"
"Santa Cruz","874.125"
"Santa Cruz","874.267"
"Santa Cruz","874.786"
"Santa Cruz","875.433"
"Santa Cruz","875.733"
"Santa Cruz","876.221"
"Santa Cruz","880.563"
"Santa Cruz","880.836"
"Santa Cruz","888.028"
"Santa Cruz","888.499"
"Santa Cruz","888.697"
"Santa Cruz","893.512"
"Santa Cruz","899.105"
"Santa Cruz","899.160"
"Santa Cruz","900.308"
"Santa Cruz","900.409"
"Santa Cruz","901.199"
"Santa Cruz","901.828"
"Santa Cruz","904.602"
"Santa Cruz","909.905"
"Santa Cruz","910.638"
"Santa Cruz","923.688"
"Santa Cruz","925.552"
"Santa Cruz","925.657"
"Santa Cruz","929.352"
"Santa Cruz","930.232"
"Santa Cruz","930.836"
"Santa Cruz","932.613"
"Santa Cruz","934.218"
"Santa Cruz","935.286"
"Santa Cruz","938.885"
"Santa Cruz","939.356"
"Santa Cruz","939.832"
"Santa Cruz","941.851"
"Santa Cruz","942.641"
"Santa Cruz","942.814"
"Santa Cruz","944.318"
"Santa Cruz","944.483"
"Santa Cruz","945.355"
"Santa Cruz","949.796"
"Santa Cruz","950.003"
"Santa Cruz","950.946"
"Santa Cruz","951.043"
"Santa Cruz","953.959"
"Santa Cruz","955.604"
"Santa Cruz","955.717"
"Santa Cruz","956.126"
"Santa Cruz","956.546"
"Santa Cruz","957.483"
"Santa Cruz","959.512"
"Santa Cruz","959.675"
"Santa Cruz","961.037"
"Santa Cruz","961.526"
"Santa Cruz","962.118"
"Santa Cruz","970.435"
"Santa Cruz","970.560"
"Santa Cruz","971.417"
"Santa Cruz","974.673"
"Santa Cruz","975.635"
"Santa Cruz","977.579"
"Santa Cruz","978.571"
"Santa Cruz","981.637"
"Santa Cruz","981.933"
"Santa Cruz","983.983"
"Santa Cruz","985.144"
"Santa Cruz","986.617"
"Santa Cruz","991.127"
"Santa Cruz","991.962"
"Santa Cruz","992.322"
"Santa Cruz","993.922"
"Santa Cruz","996.317"
"Santa Cruz","997.066"
"Santa Cruz","997.732"
"Santa Cruz","998.610"
"Santa Cruz","998.866"
"Santa Cruz","999.131"
"Santa Cruz","999.536"
"Santa Cruz","1001.452"
"Santa Cruz","1001.917"
"Santa Cruz","1002.663"
"Santa Cruz","1009.156"
"Santa Cruz","1013.331"
"Santa Cruz","1015.124"
"Santa Cruz","1015.384"
"Santa Cruz","1015.701"
"Santa Cruz","1019.784"
"Santa Cruz","1022.355"
"Santa Cruz","1023.426"
"Santa Cruz","1029.130"
"Santa Cruz","1032.414"
"Santa Cruz","1035.326"
"Santa Cruz","1035.983"
"Santa Cruz","1036.694"
"Santa Cruz","1037.560"
"Santa Cruz","1042.219"
"Santa Cruz","1043.693"
"Santa Cruz","1045.067"
"Santa Cruz","1048.745"
"Santa Cruz","1049.024"
"Santa Cruz","1053.498"
"Santa Cruz","1058.146"
"Santa Cruz","1058.677"
"Santa Cruz","1059.869"
"Santa Cruz","1061.390"
"Santa Cruz","1061.767"
"Santa Cruz","1062.796"
"Santa Cruz","1068.554"
"Santa Cruz","1068.595"
"Santa Cruz","1075.589"
"Santa Cruz","1078.419"
"Santa Cruz","1084.007"
"Santa Cruz","1084.618"
"Santa Cruz","1086.164"
"Santa Cruz","1088.195"
"Santa Cruz","1093.810"
"Santa Cruz","1094.384"
"Santa Cruz","1097.097"
"Santa Cruz","1101.284"
"Santa Cruz","1101.725"
"Santa Cruz","1102.662"
"Santa Cruz","1102.741"
"Santa Cruz","1104.982"
"Santa Cruz","1119.895"
"Santa Cruz","1122.732"
"Santa Cruz","1130.366"
"Santa Cruz","1132.081"
"Santa Cruz","1134.055"
"Santa Cruz","1137.154"
"Santa Cruz","1137.904"
"Santa Cruz","1138.411"
"Santa Cruz","1139.526"
"Santa Cruz","1146.746"
"Santa Cruz","1149.868"
"Santa Cruz","1158.079"
"Santa Cruz","1158.138"
"Santa Cruz","1159.859"
"Santa Cruz","1172.405"
"Santa Cruz","1172.977"
"Santa Cruz","1173.646"
"Santa Cruz","1174.950"
"Santa Cruz","1178.215"
"Santa Cruz","1181.139"
"Santa Cruz","1187.505"
"Santa Cruz","1189.386"
"Santa Cruz","1191.395"
"Santa Cruz","1198.333"
"Santa Cruz","1200.465"
"Santa Cruz","1201.103"
"Santa Cruz","1201.209"
"Santa Cruz","1203.088"
"Santa Cruz","1205.071"
"Santa Cruz","1209.764"
"Santa Cruz","1210.141"
"Santa Cruz","1233.250"
"Santa Cruz","1235.446"
"Santa Cruz","1235.722"
"Santa Cruz","1236.187"
"Santa Cruz","1238.014"
"Santa Cruz","1257.342"
"Santa Cruz","1267.348"
"Santa Cruz","1272.067"
"Santa Cruz","1273.274"
"Santa Cruz","1275.729"
"Santa Cruz","1291.437"
"Santa Cruz","1299.163"
"Santa Cruz","1299.751"
"Santa Cruz","1300.870"
"Santa Cruz","1308.482"
"Santa Cruz","1319.900"
"Santa Cruz","1330.637"
"Santa Cruz","1331.882"
"Santa Cruz","1332.090"
"Santa Cruz","1335.698"
"Santa Cruz","1338.800"
"Santa Cruz","1339.215"
"Santa Cruz","1341.135"
"Santa Cruz","1342.015"
"Santa Cruz","1349.367"
"Santa Cruz","1354.128"
"Santa Cruz","1357.962"
"Santa Cruz","1372.886"
"Santa Cruz","1373.837"
"Santa Cruz","1376.781"
"Santa Cruz","1377.472"
"Santa Cruz","1380.452"
"Santa Cruz","1380.486"
"Santa Cruz","1389.035"
"Santa Cruz","1396.160"
"Santa Cruz","1397.875"
"Santa Cruz","1403.101"
"Santa Cruz","1406.455"
"Santa Cruz","1411.555"
"Santa Cruz","1412.701"
"Santa Cruz","1421.376"
"Santa Cruz","1438.719"
"Santa Cruz","1439.452"
"Santa Cruz","1447.189"
"Santa Cruz","1450.543"
"Santa Cruz","1465.781"
"Santa Cruz","1473.481"
"Santa Cruz","1498.372"
"Santa Cruz","1517.255"
"Santa Cruz","1539.407"
"Santa Cruz","1547.872"
"Santa Cruz","1573.368"
"Santa Cruz","1574.016"
"Santa Cruz","1576.003"
"Santa Cruz","1600.138"
"Santa Cruz","1603.866"
"Santa Cruz","1607.306"
"Santa Cruz","1610.913"
"Santa Cruz","1611.645"
"Santa Cruz","1611.689"
"Santa Cruz","1615.656"
"Santa Cruz","1623.186"
"Santa Cruz","1631.007"
"Santa Cruz","1631.789"
"Santa Cruz","1638.877"
"Santa Cruz","1641.741"
"Santa Cruz","1645.328"
"Santa Cruz","1646.644"
"Santa Cruz","1652.233"
"Santa Cruz","1654.779"
"Santa Cruz","1659.541"
"Santa Cruz","1668.959"
"Santa Cruz","1671.692"
"Santa Cruz","1678.515"
"Santa Cruz","1683.197"
"Santa Cruz","1684.153"
"Santa Cruz","1686.608"
"Santa Cruz","1695.186"
"Santa Cruz","1713.471"
"Santa Cruz","1728.694"
"Santa Cruz","1729.762"
"Santa Cruz","1739.212"
"Santa Cruz","1752.475"
"Santa Cruz","1856.046"
"Santa Cruz","1921.885"
"Santa Cruz","1930.725"
"Santa Cruz","1974.425"
"Santa Cruz","1979.335"
"Santa Cruz","1982.025"
"Santa Cruz","1991.912"
"Santa Cruz","1997.562"
"Santa Cruz","2006.960"
"Santa Cruz","2059.934"
"Santa Cruz","2089.915"
"Santa Cruz","2147.845"
"Santa Cruz","2158.819"
"Santa Cruz","2161.427"
"Santa Cruz","2192.095"
"Santa Cruz","2202.126"
"Santa Cruz","2288.487"
"Santa Cruz","2330.165"
"Santa Cruz","2469.760"
"Santa Cruz","2667.561"
"Santa Cruz","2769.847"
"Santa Cruz","2786.875"
"Santa Cruz","2832.567"
"Santa Cruz","2832.621"
"Santa Cruz","2875.987"
"Santa Cruz","3011.002"
"Santa Cruz","3169.343"
"Santa Cruz","3177.066"
"Santa Cruz","3277.174"
"Santa Cruz","3305.240"
"Santa Cruz","3414.311"
"Santa Cruz","3477.023"
"Santa Cruz","3635.048"
"Santa Cruz","3692.493"
"Santa Cruz","3748.138"
"Santa Cruz","3792.658"
"Santa Cruz","3814.782"
"Santa Cruz","3856.880"
"Santa Cruz","4051.966"
"Santa Cruz","4171.453"
"Santa Cruz","4243.350"
"Santa Cruz","4498.301"
"Santa Cruz","4640.111"
"Salta","14.582803"
"Salta","15.022784"
"Salta","15.813737"
"Salta","16.578957"
"Salta","16.850924"
"Salta","16.862588"
"Salta","16.940001"
"Salta","17.527478"
"Salta","18.843568"
"Salta","19.089515"
"Salta","19.717406"
"Salta","20.755529"
"Salta","21.729561"
"Salta","21.774463"
"Salta","22.233751"
"Salta","22.484717"
"Salta","23.004812"
"Salta","25.054991"
"Rio Negro","0.03"
"Rio Negro","0.25"
"Rio Negro","0.31"
"Rio Negro","0.62"
"Rio Negro","0.99"
"Rio Negro","1"
"Rio Negro","1.02"
"Rio Negro","1.04"
"Rio Negro","1.05"
"Rio Negro","1.08"
"Rio Negro","1.31"
"Rio Negro","2.58"
"Rio Negro","3.54"
"Rio Negro","4.22"
"Rio Negro","4.24"
"Rio Negro","4.38"
"Rio Negro","4.44"
"Rio Negro","4.57"
"Rio Negro","4.62"
"Rio Negro","4.74"
"Rio Negro","4.75"
"Rio Negro","4.77"
"Rio Negro","4.79"
"Rio Negro","4.87"
"Rio Negro","4.89"
"Rio Negro","4.93"
"Rio Negro","5.17"
"Rio Negro","5.27"
"Rio Negro","5.42"
"Rio Negro","6.43"
"Rio Negro","7.02"
"Rio Negro","7.03"
"Rio Negro","7.31"
"Rio Negro","7.45"
"Rio Negro","7.51"
"Rio Negro","7.56"
"Rio Negro","7.59"
"Rio Negro","7.778164375"
"Rio Negro","7.83"
"Rio Negro","8.1"
"Rio Negro","8.63"
"Rio Negro","9.05"
"Rio Negro","9.07"
"Rio Negro","9.23"
"Rio Negro","9.48"
"Rio Negro","12.01"
"Rio Negro","12.26"
"Rio Negro","12.32"
"Rio Negro","12.48"
"Rio Negro","12.69"
"Rio Negro","12.9"
"Rio Negro","12.93"
"Rio Negro","13.18"
"Rio Negro","13.22"
"Rio Negro","13.25"
"Rio Negro","13.32"
"Rio Negro","13.52"
"Rio Negro","13.6"
"Rio Negro","13.81"
"Rio Negro","14.03"
"Rio Negro","14.41"
"Rio Negro","14.5"
"Rio Negro","14.55"
"Rio Negro","14.76"
"Rio Negro","15.03"
"Rio Negro","15.16"
"Rio Negro","15.17"
"Rio Negro","15.46"
"Rio Negro","15.72"
"Rio Negro","15.77"
"Rio Negro","15.85"
"Rio Negro","15.93"
"Rio Negro","16.19"
"Rio Negro","16.21"
"Rio Negro","16.22"
"Rio Negro","16.26"
"Rio Negro","16.56"
"Rio Negro","17.21"
"Rio Negro","18.02"
"Rio Negro","18.24"
"Rio Negro","18.78"
"Rio Negro","19.11"
"Rio Negro","19.5"
"Rio Negro","19.51"
"Rio Negro","19.61"
"Rio Negro","19.71"
"Rio Negro","20.00"
"Rio Negro","20.03"
"Rio Negro","20.12"
"Rio Negro","20.57"
"Rio Negro","20.99"
"Rio Negro","21.65"
"Rio Negro","21.83"
"Rio Negro","21.9"
"Rio Negro","23.04"
"Rio Negro","23.19"
"Rio Negro","23.23"
"Rio Negro","23.84"
"Rio Negro","24.19"
"Rio Negro","24.23"
"Rio Negro","24.35"
"Rio Negro","24.41"
"Rio Negro","24.56"
"Rio Negro","24.57"
"Rio Negro","24.60"
"Rio Negro","24.64"
"Rio Negro","24.82"
"Rio Negro","24.87"
"Rio Negro","25.25"
"Rio Negro","25.33"
"Rio Negro","25.35"
"Rio Negro","25.45"
"Rio Negro","25.5809948"
"Rio Negro","25.63"
"Rio Negro","25.92"
"Rio Negro","26.04"
"Rio Negro","26.89"
"Rio Negro","27.3"
"Rio Negro","27.39"
"Rio Negro","27.4"
"Rio Negro","27.43"
"Rio Negro","27.78"
"Rio Negro","27.89"
"Rio Negro","28.1"
"Rio Negro","28.31"
"Rio Negro","29.2"
"Rio Negro","29.59"
"Rio Negro","29.86"
"Rio Negro","30.04"
"Rio Negro","30.11"
"Rio Negro","30.32"
"Rio Negro","30.46"
"Rio Negro","30.96"
"Rio Negro","31.21"
"Rio Negro","31.27"
"Rio Negro","31.55"
"Rio Negro","31.85"
"Rio Negro","32.09"
"Rio Negro","32.13"
"Rio Negro","32.38"
"Rio Negro","32.42"
"Rio Negro","32.43"
"Rio Negro","32.6"
"Rio Negro","33.3"
"Rio Negro","33.35"
"Rio Negro","33.44"
"Rio Negro","33.55"
"Rio Negro","33.67"
"Rio Negro","33.74"
"Rio Negro","33.75"
"Rio Negro","33.79"
"Rio Negro","34.17"
"Rio Negro","34.24"
"Rio Negro","34.55"
"Rio Negro","35.03"
"Rio Negro","35.34"
"Rio Negro","35.59"
"Rio Negro","35.85"
"Rio Negro","36.18"
"Rio Negro","36.49"
"Rio Negro","36.68"
"Rio Negro","36.9"
"Rio Negro","37.51"
"Rio Negro","37.95"
"Rio Negro","38.14"
"Rio Negro","38.5261206"
"Rio Negro","38.97"
"Rio Negro","39.05"
"Rio Negro","39.71"
"Rio Negro","39.73"
"Rio Negro","39.91"
"Rio Negro","40.01"
"Rio Negro","40.21"
"Rio Negro","40.51"
"Rio Negro","40.54"
"Rio Negro","41.28"
"Rio Negro","41.46"
"Rio Negro","41.48"
"Rio Negro","41.68"
"Rio Negro","42.91"
"Rio Negro","43.82"
"Rio Negro","43.89"
"Rio Negro","44.52"
"Rio Negro","44.64"
"Rio Negro","44.78"
"Rio Negro","44.8"
"Rio Negro","44.96"
"Rio Negro","44.97"
"Rio Negro","45.38"
"Rio Negro","45.49"
"Rio Negro","45.53"
"Rio Negro","45.57"
"Rio Negro","46.03"
"Rio Negro","46.06"
"Rio Negro","46.23"
"Rio Negro","46.66"
"Rio Negro","46.87"
"Rio Negro","47.35"
"Rio Negro","47.72"
"Rio Negro","47.95"
"Rio Negro","47.96"
"Rio Negro","48.48"
"Rio Negro","48.57"
"Rio Negro","48.58"
"Rio Negro","48.67"
"Rio Negro","49.16"
"Rio Negro","49.31"
"Rio Negro","49.36"
"Rio Negro","49.47"
"Rio Negro","49.49"
"Rio Negro","49.89"
"Rio Negro","50.11"
"Rio Negro","50.18"
"Rio Negro","50.28"
"Rio Negro","50.41"
"Rio Negro","50.5"
"Rio Negro","50.83"
"Rio Negro","50.86"
"Rio Negro","51.12"
"Rio Negro","51.38"
"Rio Negro","51.79"
"Rio Negro","52.56"
"Rio Negro","52.7"
"Rio Negro","52.75"
"Rio Negro","52.79"
"Rio Negro","52.88"
"Rio Negro","52.94"
"Rio Negro","53.16"
"Rio Negro","53.3"
"Rio Negro","53.56"
"Rio Negro","53.67"
"Rio Negro","53.94"
"Rio Negro","54"
"Rio Negro","54.48"
"Rio Negro","54.75"
"Rio Negro","55.06"
"Rio Negro","55.07"
"Rio Negro","55.16"
"Rio Negro","55.37"
"Rio Negro","55.41"
"Rio Negro","55.46"
"Rio Negro","55.51"
"Rio Negro","55.71784891"
"Rio Negro","55.85"
"Rio Negro","56.13"
"Rio Negro","56.92"
"Rio Negro","57.06"
"Rio Negro","57.23"
"Rio Negro","57.25"
"Rio Negro","57.31"
"Rio Negro","57.35"
"Rio Negro","57.82"
"Rio Negro","57.85"
"Rio Negro","58.04"
"Rio Negro","58.19"
"Rio Negro","58.28"
"Rio Negro","58.36"
"Rio Negro","58.54"
"Rio Negro","58.92"
"Rio Negro","59.2"
"Rio Negro","59.39"
"Rio Negro","59.81"
"Rio Negro","59.87"
"Rio Negro","60.00"
"Rio Negro","60.18"
"Rio Negro","60.25"
"Rio Negro","60.29"
"Rio Negro","60.51"
"Rio Negro","60.63"
"Rio Negro","60.67"
"Rio Negro","60.77"
"Rio Negro","60.81"
"Rio Negro","60.92"
"Rio Negro","61.24"
"Rio Negro","61.6"
"Rio Negro","61.9"
"Rio Negro","61.92"
"Rio Negro","62.00"
"Rio Negro","62.02"
"Rio Negro","62.23"
"Rio Negro","62.29"
"Rio Negro","62.32"
"Rio Negro","62.41"
"Rio Negro","62.91"
"Rio Negro","63.36"
"Rio Negro","63.46"
"Rio Negro","63.69"
"Rio Negro","63.79"
"Rio Negro","63.84"
"Rio Negro","64.45"
"Rio Negro","64.54"
"Rio Negro","64.55"
"Rio Negro","64.76"
"Rio Negro","64.88"
"Rio Negro","65.03"
"Rio Negro","65.16"
"Rio Negro","65.37"
"Rio Negro","65.49"
"Rio Negro","65.77"
"Rio Negro","65.93"
"Rio Negro","66"
"Rio Negro","66.41"
"Rio Negro","66.45"
"Rio Negro","66.48"
"Rio Negro","66.61"
"Rio Negro","66.76"
"Rio Negro","66.9"
"Rio Negro","66.96"
"Rio Negro","67.26"
"Rio Negro","67.29"
"Rio Negro","67.38"
"Rio Negro","67.66"
"Rio Negro","67.84"
"Rio Negro","68"
"Rio Negro","68.18"
"Rio Negro","68.26"
"Rio Negro","68.69"
"Rio Negro","68.72"
"Rio Negro","68.77"
"Rio Negro","68.83"
"Rio Negro","69.03"
"Rio Negro","69.04"
"Rio Negro","69.2"
"Rio Negro","69.22"
"Rio Negro","69.28"
"Rio Negro","69.42"
"Rio Negro","69.65"
"Rio Negro","69.66"
"Rio Negro","69.7"
"Rio Negro","69.91"
"Rio Negro","70"
"Rio Negro","70.07"
"Rio Negro","70.08"
"Rio Negro","70.09"
"Rio Negro","70.26"
