"provincia","prod_pet"
"Santa Cruz","16.575"
"Santa Cruz","16.585"
"Santa Cruz","16.592"
"Santa Cruz","16.628"
"Santa Cruz","16.680"
"Santa Cruz","16.847"
"Santa Cruz","16.854"
"Santa Cruz","16.870"
"Santa Cruz","16.873"
"Santa Cruz","16.875"
"Santa Cruz","16.909"
"Santa Cruz","17.020"
"Santa Cruz","17.162"
"Santa Cruz","17.203"
"Santa Cruz","17.303"
"Santa Cruz","17.314"
"Santa Cruz","17.386"
"Santa Cruz","17.388"
"Santa Cruz","17.407"
"Santa Cruz","17.412"
"Santa Cruz","17.426"
"Santa Cruz","17.456"
"Santa Cruz","17.459"
"Santa Cruz","17.468"
"Santa Cruz","17.524"
"Santa Cruz","17.552"
"Santa Cruz","17.566"
"Santa Cruz","17.568"
"Santa Cruz","17.573"
"Santa Cruz","17.600"
"Santa Cruz","17.603"
"Santa Cruz","17.622"
"Santa Cruz","17.673"
"Santa Cruz","17.679"
"Santa Cruz","17.698"
"Santa Cruz","17.783"
"Santa Cruz","17.791"
"Santa Cruz","17.802"
"Santa Cruz","17.842"
"Santa Cruz","17.851"
"Santa Cruz","17.888"
"Santa Cruz","17.926"
"Santa Cruz","17.947"
"Santa Cruz","17.990"
"Santa Cruz","18.037"
"Santa Cruz","18.128"
"Santa Cruz","18.285"
"Santa Cruz","18.311"
"Santa Cruz","18.317"
"Santa Cruz","18.366"
"Santa Cruz","18.501"
"Santa Cruz","18.527"
"Santa Cruz","18.569"
"Santa Cruz","18.590"
"Santa Cruz","18.613"
"Santa Cruz","18.640"
"Santa Cruz","18.715"
"Santa Cruz","18.764"
"Santa Cruz","18.893"
"Santa Cruz","18.936"
"Santa Cruz","18.962"
"Santa Cruz","19.134"
"Santa Cruz","19.174"
"Santa Cruz","19.321"
"Santa Cruz","19.406"
"Santa Cruz","19.438"
"Santa Cruz","19.468"
"Santa Cruz","19.537"
"Santa Cruz","19.571"
"Santa Cruz","19.627"
"Santa Cruz","19.649"
"Santa Cruz","19.651"
"Santa Cruz","19.680"
"Santa Cruz","19.766"
"Santa Cruz","19.872"
"Santa Cruz","19.922"
"Santa Cruz","19.930"
"Santa Cruz","19.995"
"Santa Cruz","20.055"
"Santa Cruz","20.076"
"Santa Cruz","20.147"
"Santa Cruz","20.180"
"Santa Cruz","20.181"
"Santa Cruz","20.191"
"Santa Cruz","20.208"
"Santa Cruz","20.298"
"Santa Cruz","20.300"
"Santa Cruz","20.301"
"Santa Cruz","20.464"
"Santa Cruz","20.571"
"Santa Cruz","20.609"
"Santa Cruz","20.760"
"Santa Cruz","20.765"
"Santa Cruz","20.781"
"Santa Cruz","20.790"
"Santa Cruz","20.801"
"Santa Cruz","20.816"
"Santa Cruz","20.835"
"Santa Cruz","20.851"
"Santa Cruz","20.984"
"Santa Cruz","20.992"
"Santa Cruz","20.999"
"Santa Cruz","21.000"
"Santa Cruz","21.110"
"Santa Cruz","21.124"
"Santa Cruz","21.209"
"Santa Cruz","21.246"
"Santa Cruz","21.268"
"Santa Cruz","21.354"
"Santa Cruz","21.360"
"Santa Cruz","21.40424"
"Santa Cruz","21.415"
"Santa Cruz","21.485"
"Santa Cruz","21.517"
"Santa Cruz","21.553"
"Santa Cruz","21.555"
"Santa Cruz","21.561"
"Santa Cruz","21.620"
"Santa Cruz","21.636"
"Santa Cruz","21.796"
"Santa Cruz","21.802"
"Santa Cruz","21.848"
"Santa Cruz","22.016"
"Santa Cruz","22.027"
"Santa Cruz","22.064"
"Santa Cruz","22.094"
"Santa Cruz","22.103"
"Santa Cruz","22.250"
"Santa Cruz","22.255"
"Santa Cruz","22.280"
"Santa Cruz","22.431"
"Santa Cruz","22.480"
"Santa Cruz","22.484"
"Santa Cruz","22.499"
"Santa Cruz","22.551"
"Santa Cruz","22.552"
"Santa Cruz","22.569"
"Santa Cruz","22.583"
"Santa Cruz","22.632"
"Santa Cruz","22.646"
"Santa Cruz","22.702"
"Santa Cruz","22.737"
"Santa Cruz","22.770"
"Santa Cruz","22.864"
"Santa Cruz","22.968"
"Santa Cruz","22.974"
"Santa Cruz","23.067"
"Santa Cruz","23.098"
"Santa Cruz","23.144"
"Santa Cruz","23.163"
"Santa Cruz","23.242"
"Santa Cruz","23.366"
"Santa Cruz","23.370"
"Santa Cruz","23.379"
"Santa Cruz","23.390"
"Santa Cruz","23.400"
"Santa Cruz","23.543"
"Santa Cruz","23.611"
"Santa Cruz","23.648"
"Santa Cruz","23.662"
"Santa Cruz","23.681"
"Santa Cruz","23.727"
"Santa Cruz","23.745"
"Santa Cruz","23.775"
"Santa Cruz","23.794"
"Santa Cruz","23.888"
"Santa Cruz","23.918"
"Santa Cruz","23.920"
"Santa Cruz","23.945"
"Santa Cruz","23.952"
"Santa Cruz","24.049"
"Santa Cruz","24.064"
"Santa Cruz","24.105"
"Santa Cruz","24.265"
"Santa Cruz","24.266"
"Santa Cruz","24.272"
"Santa Cruz","24.289"
"Santa Cruz","24.347"
"Santa Cruz","24.502"
"Santa Cruz","24.513"
"Santa Cruz","24.602"
"Santa Cruz","24.605"
"Santa Cruz","24.606"
"Santa Cruz","24.629"
"Santa Cruz","24.645"
"Santa Cruz","24.651"
"Santa Cruz","24.683"
"Santa Cruz","24.780"
"Santa Cruz","24.794"
"Santa Cruz","24.797"
"Santa Cruz","24.816"
"Santa Cruz","24.887"
"Santa Cruz","24.910"
"Santa Cruz","24.919"
"Santa Cruz","24.990"
"Santa Cruz","25.069"
"Santa Cruz","25.111"
"Santa Cruz","25.144"
"Santa Cruz","25.260"
"Santa Cruz","25.286"
"Santa Cruz","25.385"
"Santa Cruz","25.397"
"Santa Cruz","25.499"
"Santa Cruz","25.592"
"Santa Cruz","25.857"
"Santa Cruz","26.027"
"Santa Cruz","26.034"
"Santa Cruz","26.046"
"Santa Cruz","26.053"
"Santa Cruz","26.081"
"Santa Cruz","26.240"
"Santa Cruz","26.266"
"Santa Cruz","26.320"
"Santa Cruz","26.453"
"Santa Cruz","26.481"
"Santa Cruz","26.516"
"Santa Cruz","26.559"
"Santa Cruz","26.685"
"Santa Cruz","26.737"
"Santa Cruz","26.769"
"Santa Cruz","26.855"
"Santa Cruz","26.932"
"Santa Cruz","26.955"
"Santa Cruz","26.982"
"Santa Cruz","26.993"
"Santa Cruz","27.212"
"Santa Cruz","27.405"
"Santa Cruz","27.420"
"Santa Cruz","27.468"
"Santa Cruz","27.494"
"Santa Cruz","27.526"
"Santa Cruz","27.534"
"Santa Cruz","27.536"
"Santa Cruz","27.630"
"Santa Cruz","27.635"
"Santa Cruz","27.691"
"Santa Cruz","27.694"
"Santa Cruz","27.935"
"Santa Cruz","27.963"
"Santa Cruz","28.005"
"Santa Cruz","28.039"
"Santa Cruz","28.066"
"Santa Cruz","28.093"
"Santa Cruz","28.135"
"Santa Cruz","28.181"
"Santa Cruz","28.401"
"Santa Cruz","28.446"
"Santa Cruz","28.461"
"Santa Cruz","28.492"
"Santa Cruz","28.526"
"Santa Cruz","28.532"
"Santa Cruz","28.623"
"Santa Cruz","28.639"
"Santa Cruz","28.838"
"Santa Cruz","28.899"
"Santa Cruz","28.979"
"Santa Cruz","28.999"
"Santa Cruz","29.052"
"Santa Cruz","29.126"
"Santa Cruz","29.132"
"Santa Cruz","29.157"
"Santa Cruz","29.206"
"Santa Cruz","29.445"
"Santa Cruz","29.492"
"Santa Cruz","29.494"
"Santa Cruz","29.499"
"Santa Cruz","29.527"
"Santa Cruz","29.839"
"Santa Cruz","29.877"
"Santa Cruz","30.042"
"Santa Cruz","30.062"
"Santa Cruz","30.066"
"Santa Cruz","30.247"
"Santa Cruz","30.296"
"Santa Cruz","30.407"
"Santa Cruz","30.418"
"Santa Cruz","30.437"
"Santa Cruz","30.467"
"Santa Cruz","30.499"
"Santa Cruz","30.569"
"Santa Cruz","30.631"
"Santa Cruz","30.668"
"Santa Cruz","30.771"
"Santa Cruz","30.789"
"Santa Cruz","30.916"
"Santa Cruz","31.047"
"Santa Cruz","31.117"
"Santa Cruz","31.334"
"Santa Cruz","31.342"
"Santa Cruz","31.361"
"Santa Cruz","31.375"
"Santa Cruz","31.378"
"Santa Cruz","31.494"
"Santa Cruz","31.538"
"Santa Cruz","31.645"
"Santa Cruz","31.690"
"Santa Cruz","31.814"
"Santa Cruz","31.823"
"Santa Cruz","31.859"
"Santa Cruz","31.926"
"Santa Cruz","31.958"
"Santa Cruz","32.069"
"Santa Cruz","32.083"
"Santa Cruz","32.171"
"Santa Cruz","32.195"
"Santa Cruz","32.262"
"Santa Cruz","32.336"
"Santa Cruz","32.418"
"Santa Cruz","32.712"
"Santa Cruz","32.757"
"Santa Cruz","32.813"
"Santa Cruz","32.823"
"Santa Cruz","32.849"
"Santa Cruz","32.864"
"Santa Cruz","32.919"
"Santa Cruz","33.013"
"Santa Cruz","33.043"
"Santa Cruz","33.093"
"Santa Cruz","33.127"
"Santa Cruz","33.202"
"Santa Cruz","33.235"
"Santa Cruz","33.460"
"Santa Cruz","33.483"
"Santa Cruz","33.509"
"Santa Cruz","33.542"
"Santa Cruz","33.767"
"Santa Cruz","33.805"
"Santa Cruz","33.869"
"Santa Cruz","33.912"
"Santa Cruz","34.067"
"Santa Cruz","34.102"
"Santa Cruz","34.290"
"Santa Cruz","34.460"
"Santa Cruz","34.475"
"Santa Cruz","34.529"
"Santa Cruz","34.542"
"Santa Cruz","34.599"
"Santa Cruz","34.653"
"Santa Cruz","34.750"
"Santa Cruz","34.842"
"Santa Cruz","34.846"
"Santa Cruz","34.908"
"Santa Cruz","34.974"
"Santa Cruz","35.074"
"Santa Cruz","35.177"
"Santa Cruz","35.290"
"Santa Cruz","35.526"
"Santa Cruz","35.576"
"Santa Cruz","35.611"
"Santa Cruz","36.002"
"Santa Cruz","36.079"
"Santa Cruz","36.282"
"Santa Cruz","36.371"
"Santa Cruz","36.453"
"Santa Cruz","36.805"
"Santa Cruz","36.848"
"Santa Cruz","36.954"
"Santa Cruz","37.207"
"Santa Cruz","37.506"
"Santa Cruz","37.602"
"Santa Cruz","37.640"
"Santa Cruz","37.673"
"Santa Cruz","37.740"
"Santa Cruz","37.786"
"Santa Cruz","37.805"
"Santa Cruz","37.862"
"Santa Cruz","37.898"
"Santa Cruz","38.072"
"Santa Cruz","38.095"
"Santa Cruz","38.111"
"Santa Cruz","38.641"
"Santa Cruz","38.740"
"Santa Cruz","39.002"
"Santa Cruz","39.080"
"Santa Cruz","39.087"
"Santa Cruz","39.147"
"Santa Cruz","39.249"
"Santa Cruz","39.546"
"Santa Cruz","39.590"
"Santa Cruz","39.660"
"Santa Cruz","39.675"
"Santa Cruz","39.743"
"Santa Cruz","39.747"
"Santa Cruz","39.767"
"Santa Cruz","39.839"
"Santa Cruz","39.844"
"Santa Cruz","39.906"
"Santa Cruz","40.176"
"Santa Cruz","40.536"
"Santa Cruz","40.630"
"Santa Cruz","40.943"
"Santa Cruz","40.982"
"Santa Cruz","41.037"
"Santa Cruz","41.293"
"Santa Cruz","41.354"
"Santa Cruz","41.355"
"Santa Cruz","41.907"
"Santa Cruz","42.308"
"Santa Cruz","43.116"
"Santa Cruz","43.353"
"Santa Cruz","43.469"
"Santa Cruz","44.120"
"Santa Cruz","44.135"
"Santa Cruz","44.358"
"Santa Cruz","44.665"
"Santa Cruz","44.682"
"Santa Cruz","45.131"
"Santa Cruz","45.452"
"Santa Cruz","45.679"
"Santa Cruz","46.709"
"Santa Cruz","47.101"
"Santa Cruz","47.407"
"Santa Cruz","47.540"
"Santa Cruz","48.108"
"Santa Cruz","48.491"
"Santa Cruz","49.175"
"Santa Cruz","49.910"
"Santa Cruz","50.746"
"Santa Cruz","50.819"
"Santa Cruz","51.086"
"Santa Cruz","52.259"
"Santa Cruz","52.419"
"Santa Cruz","52.491"
"Santa Cruz","52.792"
"Santa Cruz","53.268"
"Santa Cruz","53.809"
"Santa Cruz","54.157"
"Santa Cruz","55.010"
"Santa Cruz","55.202"
"Santa Cruz","55.285"
"Santa Cruz","55.734"
"Santa Cruz","55.823"
"Santa Cruz","55.890"
"Santa Cruz","56.084"
"Santa Cruz","57.981"
"Santa Cruz","60.124"
"Santa Cruz","60.717"
"Santa Cruz","61.462"
"Santa Cruz","61.543"
"Santa Cruz","63.958"
"Santa Cruz","64.771"
"Santa Cruz","66.225"
"Santa Cruz","67.264"
"Santa Cruz","67.604"
"Santa Cruz","68.320"
"Santa Cruz","74.400"
"Santa Cruz","77.967"
"Santa Cruz","79.925"
"Santa Cruz","80.40879"
"Santa Cruz","85.133"
"Santa Cruz","117.3068"
"Santa Cruz","128.803"
"Santa Cruz","151.0479"
"Santa Cruz","158.3882"
"Santa Cruz","172.2637"
"Santa Cruz","198.5107"
"Santa Cruz","273.9428"
"Santa Cruz","283.1028"
"Santa Cruz","317.8958"
"Santa Cruz","323.5960"
"Santa Cruz","326.819"
"Santa Cruz","348.2710"
"Santa Cruz","367.5587"
"Santa Cruz","383.6731"
"Santa Cruz","397.5744"
"Santa Cruz","405.8294"
"Santa Cruz","408.5806"
"Santa Cruz","420.2147"
"Santa Cruz","423.8065"
"Santa Cruz","428.5691"
"Santa Cruz","437.0386"
"Santa Cruz","441.4937"
"Santa Cruz","444.0792"
"Santa Cruz","494.7965"
"Santa Cruz","500.2501"
"Santa Cruz","509.5001"
"Santa Cruz","518.3760"
"Santa Cruz","521.3394"
"Santa Cruz","522.8522"
"Santa Cruz","535.8565"
"Santa Cruz","563.7792"
"Santa Cruz","580.3486"
"Santa Cruz","592.9088"
"Santa Cruz","598.3315"
"Santa Cruz","602.9076"
"Santa Cruz","606.6299"
"Santa Cruz","607.1279"
"Santa Cruz","656.8231"
"Santa Cruz","674.0174"
"Santa Cruz","686.0498"
"Santa Cruz","695.5508"
"Santa Cruz","714.4801"
"Santa Cruz","728.8484"
"Santa Cruz","747.2032"
"Santa Cruz","749.0498"
"Santa Cruz","756.7521"
"Santa Cruz","772.1645"
"Santa Cruz","774.2673"
"Santa Cruz","775.1018"
"Santa Cruz","784.5866"
"Santa Cruz","864.6623"
"Santa Cruz","880.6027"
"Santa Cruz","912.6013"
"Santa Cruz","1075.531"
"Salta","128.0881497"
"Salta","128.4686178"
"Salta","130.6404525"
"Salta","134.3502766"
"Salta","135.222386"
"Salta","135.8951548"
"Salta","136.9733385"
"Salta","142.4250251"
"Salta","152.3897426"
"Salta","168.7967408"
"Salta","169.2179158"
"Salta","169.2981294"
"Salta","174.2100119"
"Salta","179.0849457"
"Salta","180.2628948"
"Salta","181.1641279"
"Salta","187.6901207"
"Salta","200.8217958"
"Rio Negro","0.1"
"Rio Negro","0.22"
"Rio Negro","0.436469287"
"Rio Negro","0.55"
"Rio Negro","0.56"
"Rio Negro","0.58"
"Rio Negro","0.59"
"Rio Negro","0.61"
"Rio Negro","0.69"
"Rio Negro","0.85"
"Rio Negro","1.08"
"Rio Negro","1.15"
"Rio Negro","1.2"
"Rio Negro","1.24"
"Rio Negro","1.26"
"Rio Negro","1.27"
"Rio Negro","1.29"
"Rio Negro","1.3"
"Rio Negro","1.37"
"Rio Negro","1.41"
"Rio Negro","1.45"
"Rio Negro","1.47"
"Rio Negro","1.48"
"Rio Negro","1.49"
"Rio Negro","1.51"
"Rio Negro","1.54"
"Rio Negro","1.61"
"Rio Negro","1.67"
"Rio Negro","1.68"
"Rio Negro","1.73"
"Rio Negro","1.75"
"Rio Negro","1.76"
"Rio Negro","1.77"
"Rio Negro","1.79"
"Rio Negro","1.8"
"Rio Negro","1.83"
"Rio Negro","2.2"
"Rio Negro","2.2268"
"Rio Negro","2.28"
"Rio Negro","2.35"
"Rio Negro","2.4"
"Rio Negro","2.42"
"Rio Negro","2.51"
"Rio Negro","2.59"
"Rio Negro","2.61"
"Rio Negro","2.65"
"Rio Negro","2.7"
"Rio Negro","2.71"
"Rio Negro","2.75"
"Rio Negro","2.76"
"Rio Negro","2.78"
"Rio Negro","2.91"
"Rio Negro","2.94"
"Rio Negro","2.95"
"Rio Negro","2.97"
"Rio Negro","3.01"
"Rio Negro","3.03"
"Rio Negro","3.1"
"Rio Negro","3.15"
"Rio Negro","3.22"
"Rio Negro","3.24"
"Rio Negro","3.43"
"Rio Negro","3.64"
"Rio Negro","3.93"
"Rio Negro","3.98"
"Rio Negro","4.02"
"Rio Negro","4.047936336"
"Rio Negro","4.1"
"Rio Negro","4.35"
"Rio Negro","4.51"
"Rio Negro","4.53"
"Rio Negro","4.58"
"Rio Negro","4.69"
"Rio Negro","4.71"
"Rio Negro","4.83"
"Rio Negro","4.84"
"Rio Negro","5.01"
"Rio Negro","5.02"
"Rio Negro","5.228976"
"Rio Negro","5.4"
"Rio Negro","5.42"
"Rio Negro","5.74"
"Rio Negro","5.79"
"Rio Negro","6.07"
"Rio Negro","6.12"
"Rio Negro","6.16"
"Rio Negro","6.23"
"Rio Negro","6.36"
"Rio Negro","6.37"
"Rio Negro","6.39"
"Rio Negro","6.46"
"Rio Negro","6.47"
"Rio Negro","6.58"
"Rio Negro","6.6"
"Rio Negro","6.73"
"Rio Negro","6.75"
"Rio Negro","6.76"
"Rio Negro","6.79"
"Rio Negro","6.8"
"Rio Negro","6.85"
"Rio Negro","6.86"
"Rio Negro","6.88"
"Rio Negro","6.89"
"Rio Negro","6.96"
"Rio Negro","7.15"
"Rio Negro","7.16"
"Rio Negro","7.22"
"Rio Negro","7.26"
"Rio Negro","7.27"
"Rio Negro","7.31"
"Rio Negro","7.32"
"Rio Negro","7.33"
"Rio Negro","7.36"
"Rio Negro","7.37"
"Rio Negro","7.38"
"Rio Negro","7.41"
"Rio Negro","7.46"
"Rio Negro","7.48"
"Rio Negro","7.5"
"Rio Negro","7.54"
"Rio Negro","7.6"
"Rio Negro","7.67"
"Rio Negro","7.76"
"Rio Negro","7.77"
"Rio Negro","7.82"
"Rio Negro","7.89"
"Rio Negro","7.9"
"Rio Negro","7.91"
"Rio Negro","7.96"
"Rio Negro","7.9898"
"Rio Negro","8.03"
"Rio Negro","8.04"
"Rio Negro","8.05"
"Rio Negro","8.09"
"Rio Negro","8.16"
"Rio Negro","8.17"
"Rio Negro","8.2"
"Rio Negro","8.21"
"Rio Negro","8.24"
"Rio Negro","8.28"
"Rio Negro","8.36"
"Rio Negro","8.37"
"Rio Negro","8.39"
"Rio Negro","8.42"
"Rio Negro","8.53"
"Rio Negro","8.59"
"Rio Negro","8.65"
"Rio Negro","8.78"
"Rio Negro","8.8"
"Rio Negro","8.83"
"Rio Negro","8.88"
"Rio Negro","8.95"
"Rio Negro","9.05"
"Rio Negro","9.26"
"Rio Negro","9.37"
"Rio Negro","9.41"
"Rio Negro","9.43"
"Rio Negro","9.52"
"Rio Negro","9.54"
"Rio Negro","9.57"
"Rio Negro","9.61"
"Rio Negro","9.62"
"Rio Negro","9.72"
"Rio Negro","9.76"
"Rio Negro","9.85"
"Rio Negro","10.01"
"Rio Negro","10.08"
"Rio Negro","10.12"
"Rio Negro","10.13"
"Rio Negro","10.21"
"Rio Negro","10.23"
"Rio Negro","10.24"
"Rio Negro","10.37"
"Rio Negro","10.41"
"Rio Negro","10.42"
"Rio Negro","10.43"
"Rio Negro","10.44"
"Rio Negro","10.53"
"Rio Negro","10.54"
"Rio Negro","10.55"
"Rio Negro","10.56"
"Rio Negro","10.57"
"Rio Negro","10.59"
"Rio Negro","10.68"
"Rio Negro","10.69"
"Rio Negro","10.77"
"Rio Negro","10.78"
"Rio Negro","10.81"
"Rio Negro","10.84"
"Rio Negro","10.86"
"Rio Negro","10.95"
"Rio Negro","10.97"
"Rio Negro","11.02"
"Rio Negro","11.04"
"Rio Negro","11.13"
"Rio Negro","11.14"
"Rio Negro","11.17"
"Rio Negro","11.19"
"Rio Negro","11.22"
"Rio Negro","11.23"
"Rio Negro","11.24"
"Rio Negro","11.26"
"Rio Negro","11.36"
"Rio Negro","11.38"
"Rio Negro","11.44"
"Rio Negro","11.49"
"Rio Negro","11.6"
"Rio Negro","11.62"
"Rio Negro","11.67"
"Rio Negro","11.71"
"Rio Negro","11.76"
"Rio Negro","11.78"
"Rio Negro","11.8"
"Rio Negro","11.80050311"
"Rio Negro","11.84"
"Rio Negro","11.9"
"Rio Negro","11.93"
"Rio Negro","11.94"
"Rio Negro","12.01"
"Rio Negro","12.02"
"Rio Negro","12.06"
"Rio Negro","12.1"
"Rio Negro","12.13"
"Rio Negro","12.14"
"Rio Negro","12.15"
"Rio Negro","12.16"
"Rio Negro","12.18"
"Rio Negro","12.2"
"Rio Negro","12.26"
"Rio Negro","12.28"
"Rio Negro","12.3"
"Rio Negro","12.34"
"Rio Negro","12.35"
"Rio Negro","12.37"
"Rio Negro","12.38"
"Rio Negro","12.4"
"Rio Negro","12.49"
"Rio Negro","12.53"
"Rio Negro","12.55"
"Rio Negro","12.56"
"Rio Negro","12.7"
"Rio Negro","12.72"
"Rio Negro","12.73"
"Rio Negro","12.81"
"Rio Negro","12.82"
"Rio Negro","12.84"
"Rio Negro","12.87"
"Rio Negro","12.88"
"Rio Negro","12.89"
"Rio Negro","13.03"
"Rio Negro","13.09"
"Rio Negro","13.1"
"Rio Negro","13.2"
"Rio Negro","13.29"
"Rio Negro","13.31"
"Rio Negro","13.35"
"Rio Negro","13.39"
"Rio Negro","13.49"
"Rio Negro","13.5"
"Rio Negro","13.53"
"Rio Negro","13.57"
"Rio Negro","13.60"
"Rio Negro","13.68"
"Rio Negro","13.69"
"Rio Negro","13.77"
"Rio Negro","13.79"
"Rio Negro","13.83"
"Rio Negro","13.86"
"Rio Negro","13.93"
"Rio Negro","13.95"
"Rio Negro","13.96"
"Rio Negro","14.03"
"Rio Negro","14.04"
"Rio Negro","14.05"
"Rio Negro","14.09"
"Rio Negro","14.10"
"Rio Negro","14.21"
"Rio Negro","14.43"
"Rio Negro","14.44"
"Rio Negro","14.49"
"Rio Negro","14.53"
"Rio Negro","14.59"
"Rio Negro","14.64"
"Rio Negro","14.71"
"Rio Negro","14.8"
"Rio Negro","14.81"
"Rio Negro","14.82"
"Rio Negro","14.91"
"Rio Negro","14.98"
"Rio Negro","15.11"
"Rio Negro","15.12"
"Rio Negro","15.14"
"Rio Negro","15.2"
"Rio Negro","15.21"
"Rio Negro","15.27"
"Rio Negro","15.30098418"
"Rio Negro","15.37"
"Rio Negro","15.38"
"Rio Negro","15.39"
"Rio Negro","15.4"
"Rio Negro","15.43"
"Rio Negro","15.52"
"Rio Negro","15.54"
"Rio Negro","15.56"
"Rio Negro","15.61"
"Rio Negro","15.64"
"Rio Negro","15.64466137"
"Rio Negro","15.68"
"Rio Negro","15.69"
"Rio Negro","15.77"
"Rio Negro","15.83"
"Rio Negro","15.87"
"Rio Negro","15.88"
"Rio Negro","15.93"
"Rio Negro","16.03"
"Rio Negro","16.14"
"Rio Negro","16.17"
"Rio Negro","16.18"
"Rio Negro","16.26"
"Rio Negro","16.27"
"Rio Negro","16.28"
"Rio Negro","16.35"
"Rio Negro","16.36"
"Rio Negro","16.41"
"Rio Negro","16.44"
"Rio Negro","16.45"
"Rio Negro","16.52"
"Rio Negro","16.53"
"Rio Negro","16.64"
"Rio Negro","16.69"
"Rio Negro","16.71"
"Rio Negro","16.74"
"Rio Negro","16.75"
"Rio Negro","16.76"
"Rio Negro","16.8"
"Rio Negro","16.84"
"Rio Negro","16.85"
"Rio Negro","16.88"
"Rio Negro","16.89"
"Rio Negro","16.9"
"Rio Negro","16.91"
"Rio Negro","16.97"
"Rio Negro","17.02"
"Rio Negro","17.03"
"Rio Negro","17.05"
"Rio Negro","17.07"
"Rio Negro","17.14"
"Rio Negro","17.17"
"Rio Negro","17.24"
"Rio Negro","17.29"
"Rio Negro","17.31"
"Rio Negro","17.35"
"Rio Negro","17.4"
"Rio Negro","17.43"
"Rio Negro","17.44"
"Rio Negro","17.46"
"Rio Negro","17.55071168"
"Rio Negro","17.56"
"Rio Negro","17.58"
"Rio Negro","17.64"
"Rio Negro","17.69"
"Rio Negro","17.75"
"Rio Negro","17.77"
"Rio Negro","17.78"
"Rio Negro","17.82"
"Rio Negro","17.86"
"Rio Negro","17.91"
"Rio Negro","17.93"
"Rio Negro","17.94"
"Rio Negro","18.03"
"Rio Negro","18.04"
"Rio Negro","18.07"
"Rio Negro","18.08"
"Rio Negro","18.09"
"Rio Negro","18.13"
"Rio Negro","18.14"
"Rio Negro","18.15"
"Rio Negro","18.2"
"Rio Negro","18.26"
"Rio Negro","18.34"
"Rio Negro","18.4"
"Rio Negro","18.45"
"Rio Negro","18.5"
"Rio Negro","18.54"
"Rio Negro","18.59"
"Rio Negro","18.62"
"Rio Negro","18.65"
"Rio Negro","18.75"
"Rio Negro","18.8"
"Rio Negro","18.85"
"Rio Negro","18.87"
"Rio Negro","18.93"
"Rio Negro","18.98"
"Rio Negro","19.05"
"Rio Negro","19.06"
"Rio Negro","19.19"
"Rio Negro","19.2"
"Rio Negro","19.23"
"Rio Negro","19.25"
"Rio Negro","19.27"
"Rio Negro","19.29"
"Rio Negro","19.3"
"Rio Negro","19.35"
"Rio Negro","19.37"
"Rio Negro","19.45"
"Rio Negro","19.48"
"Rio Negro","19.49"
"Rio Negro","19.55"
"Rio Negro","19.56"
"Rio Negro","19.58"
"Rio Negro","19.63"
"Rio Negro","19.64"
"Rio Negro","19.66"
"Rio Negro","19.68"
"Rio Negro","19.71"
"Rio Negro","19.72"
"Rio Negro","19.77"
"Rio Negro","19.81"
"Rio Negro","19.82"
"Rio Negro","19.87"
"Rio Negro","19.89"
"Rio Negro","19.9"
"Rio Negro","19.97"
"Rio Negro","19.98"
"Rio Negro","19.99"
"Rio Negro","20.03"
"Rio Negro","20.04"
"Rio Negro","20.05"
"Rio Negro","20.07"
"Rio Negro","20.08"
"Rio Negro","20.13"
"Rio Negro","20.21"
"Rio Negro","20.2279369"
"Rio Negro","20.27"
"Rio Negro","20.3"
"Rio Negro","20.31"
"Rio Negro","20.36"
"Rio Negro","20.39"
"Rio Negro","20.47"
"Rio Negro","20.48"
"Rio Negro","20.51"
"Rio Negro","20.52"
"Rio Negro","20.57"
"Rio Negro","20.63"
"Rio Negro","20.73"
"Rio Negro","20.8"
"Rio Negro","20.81"
"Rio Negro","20.84"
"Rio Negro","20.87"
"Rio Negro","20.88"
"Rio Negro","20.91"
"Rio Negro","20.92128629"
"Rio Negro","20.97"
"Rio Negro","20.98"
"Rio Negro","20.99"
"Rio Negro","21.06"
"Rio Negro","21.11"
"Rio Negro","21.23"
"Rio Negro","21.29"
"Rio Negro","21.3"
"Rio Negro","21.31"
"Rio Negro","21.32"
"Rio Negro","21.42"
"Rio Negro","21.61"
"Rio Negro","21.66"
"Rio Negro","21.82"
"Rio Negro","21.9"
"Rio Negro","21.95"
"Rio Negro","21.97"
"Rio Negro","21.98"
"Rio Negro","21.99"
"Rio Negro","22"
"Rio Negro","22.02"
"Rio Negro","22.06"
"Rio Negro","22.09"
"Rio Negro","22.1"
"Rio Negro","22.12"
"Rio Negro","22.14"
"Rio Negro","22.23"
"Rio Negro","22.25"
"Rio Negro","22.26"
"Rio Negro","22.3"
"Rio Negro","22.32"
"Rio Negro","22.35"
"Rio Negro","22.38"
"Rio Negro","22.42"
"Rio Negro","22.48"
"Rio Negro","22.57"
"Rio Negro","22.62"
"Rio Negro","22.64"
"Rio Negro","22.66"
"Rio Negro","22.7"
"Rio Negro","22.72"
"Rio Negro","22.73"
"Rio Negro","22.75"
"Rio Negro","22.76"
"Rio Negro","22.77"
"Rio Negro","22.83"
"Rio Negro","22.9"
"Rio Negro","22.93"
"Rio Negro","22.94"
"Rio Negro","23.01"
"Rio Negro","23.05"
"Rio Negro","23.08"
"Rio Negro","23.1"
"Rio Negro","23.12"
"Rio Negro","23.16"
"Rio Negro","23.18"
"Rio Negro","23.2"
"Rio Negro","23.21"
"Rio Negro","23.28"
